  QueueTimes | ServiceTimes | SojournTimes

       0.629 |        0.242 |        0.871
       0.877 |        0.245 |        1.122
       1.171 |        0.240 |        1.410
       0.071 |        0.246 |        0.316
       0.071 |        0.252 |        0.323
       0.070 |        0.249 |        0.319
       0.107 |        0.243 |        0.351
       0.096 |        0.251 |        0.347
       0.492 |        0.242 |        0.734
       0.873 |        0.258 |        1.131
       1.025 |        0.240 |        1.265
       1.115 |        0.248 |        1.363
       0.097 |        0.245 |        0.342
       0.070 |        0.247 |        0.317
       0.096 |        0.252 |        0.347
       0.072 |        0.257 |        0.329
       0.302 |        0.240 |        0.542
       0.101 |        0.250 |        0.351
       0.053 |        0.247 |        0.300
       0.073 |        0.253 |        0.326
       0.405 |        0.253 |        0.657
       0.231 |        0.251 |        0.482
       0.095 |        0.242 |        0.337
       0.375 |        0.250 |        0.625
       0.040 |        0.249 |        0.288
       0.169 |        0.260 |        0.428
       0.070 |        0.242 |        0.312
       0.267 |        0.248 |        0.515
       0.101 |        0.244 |        0.345
       0.105 |        0.255 |        0.360
       0.096 |        0.256 |        0.352
       0.181 |        0.252 |        0.433
       0.268 |        0.244 |        0.512
       0.089 |        0.320 |        0.409
       0.041 |        0.268 |        0.310
       0.079 |        0.277 |        0.356
       0.411 |        0.278 |        0.689
       0.072 |        0.270 |        0.342
       0.353 |        0.258 |        0.611
       0.365 |        0.265 |        0.630
       0.071 |        0.258 |        0.329
       0.070 |        0.279 |        0.349
       0.435 |        0.268 |        0.703
       0.475 |        0.265 |        0.740
       0.424 |        0.253 |        0.677
       0.071 |        0.267 |        0.338
       0.323 |        0.266 |        0.589
       0.276 |        0.262 |        0.538
       0.224 |        0.253 |        0.477
       0.071 |        0.267 |        0.339
       0.098 |        0.277 |        0.375
       0.105 |        0.297 |        0.402
       0.159 |        0.267 |        0.427
       0.070 |        0.271 |        0.341
       0.460 |        0.270 |        0.729
       0.097 |        0.274 |        0.371
       0.336 |        0.267 |        0.603
       0.513 |        0.281 |        0.795
       0.114 |        0.264 |        0.378
       0.152 |        0.273 |        0.424
       0.207 |        0.264 |        0.471
       0.125 |        0.272 |        0.397
       0.088 |        0.325 |        0.412
       0.322 |        0.274 |        0.596
       0.497 |        0.260 |        0.757
       0.309 |        0.268 |        0.577
       0.665 |        0.259 |        0.924
       0.072 |        0.279 |        0.351
       0.070 |        0.255 |        0.325
       0.099 |        0.261 |        0.360
       0.370 |        0.260 |        0.630
       0.750 |        0.261 |        1.011
       0.071 |        0.261 |        0.332
       0.012 |        0.269 |        0.281
       0.071 |        0.255 |        0.326
       0.142 |        0.292 |        0.435
       0.071 |        0.255 |        0.327
       0.440 |        0.264 |        0.705
       0.096 |        0.267 |        0.363
       0.142 |        0.262 |        0.404
       0.079 |        0.251 |        0.330
       0.070 |        0.261 |        0.331
       0.069 |        0.260 |        0.329
       0.317 |        0.271 |        0.588
       0.071 |        0.259 |        0.330
       0.072 |        0.262 |        0.334
       0.314 |        0.252 |        0.566
       0.667 |        0.260 |        0.927
       0.085 |        0.318 |        0.404
       0.100 |        0.275 |        0.374
       0.094 |        0.263 |        0.357
       0.096 |        0.279 |        0.375
       0.380 |        0.266 |        0.646
       0.326 |        0.268 |        0.594
       0.657 |        0.264 |        0.921
       0.675 |        0.264 |        0.939
       0.253 |        0.268 |        0.521
       0.095 |        0.265 |        0.360
       0.094 |        0.252 |        0.346
       0.269 |        0.274 |        0.543
       0.116 |        0.252 |        0.368
       0.082 |        0.299 |        0.381
       0.072 |        0.279 |        0.351
       0.070 |        0.271 |        0.341
       0.070 |        0.273 |        0.343
       0.071 |        0.270 |        0.340
       0.364 |        0.257 |        0.621
       0.073 |        0.274 |        0.347
