  QueueTimes | ServiceTimes | SojournTimes

       0.121 |        0.520 |        0.642
       0.121 |        0.520 |        0.641
       0.124 |        0.513 |        0.638
       0.122 |        0.512 |        0.634
       0.107 |        0.516 |        0.623
       0.122 |        0.513 |        0.635
       0.482 |        0.499 |        0.981
       0.624 |        0.503 |        1.127
       0.121 |        0.512 |        0.634
       0.122 |        0.520 |        0.642
       0.053 |        0.505 |        0.558
       0.123 |        0.527 |        0.650
       0.122 |        0.520 |        0.641
       0.715 |        0.512 |        1.227
       0.584 |        0.500 |        1.083
       0.546 |        0.497 |        1.044
       0.122 |        0.512 |        0.634
       0.121 |        0.529 |        0.650
       0.122 |        0.513 |        0.635
       0.124 |        0.527 |        0.651
       0.121 |        0.530 |        0.651
       0.122 |        0.548 |        0.669
       0.124 |        0.531 |        0.655
       0.125 |        0.540 |        0.665
       0.130 |        0.554 |        0.685
       0.716 |        0.507 |        1.223
       0.219 |        0.511 |        0.730
       0.122 |        0.520 |        0.642
       0.030 |        0.503 |        0.533
       0.122 |        0.532 |        0.654
       0.450 |        0.506 |        0.956
       0.121 |        0.511 |        0.633
       0.152 |        0.505 |        0.657
       0.122 |        0.517 |        0.639
       0.281 |        0.499 |        0.780
       0.129 |        0.540 |        0.669
       0.122 |        0.524 |        0.646
       0.087 |        0.523 |        0.610
       0.122 |        0.522 |        0.645
       0.138 |        0.517 |        0.655
       0.122 |        0.518 |        0.640
       0.121 |        0.512 |        0.633
       0.122 |        0.515 |        0.637
       0.125 |        0.522 |        0.647
       0.125 |        0.522 |        0.646
       0.674 |        0.509 |        1.183
       0.386 |        0.504 |        0.890
       0.123 |        0.524 |        0.647
       0.126 |        0.527 |        0.653
       0.595 |        0.505 |        1.099
       0.133 |        0.561 |        0.694
       0.128 |        0.619 |        0.747
       0.511 |        0.521 |        1.032
       0.130 |        0.572 |        0.703
       0.126 |        0.570 |        0.695
       0.409 |        0.508 |        0.917
       0.086 |        0.498 |        0.584
       0.108 |        0.500 |        0.608
       0.082 |        0.519 |        0.601
       0.121 |        0.512 |        0.633
       0.124 |        0.547 |        0.671
       0.128 |        0.545 |        0.673
       0.121 |        0.514 |        0.635
       0.122 |        0.516 |        0.638
       0.124 |        0.534 |        0.658
       0.114 |        0.514 |        0.629
       0.123 |        0.530 |        0.653
       0.122 |        0.522 |        0.644
       0.131 |        0.535 |        0.666
       0.122 |        0.523 |        0.645
       0.174 |        0.573 |        0.747
       0.125 |        0.519 |        0.643
       0.148 |        0.508 |        0.656
       0.125 |        0.510 |        0.635
       0.651 |        0.504 |        1.155
       0.145 |        0.508 |        0.652
       0.125 |        0.514 |        0.639
       0.165 |        0.511 |        0.676
       0.349 |        0.504 |        0.853
       0.146 |        0.527 |        0.674
       0.097 |        0.565 |        0.661
       0.581 |        0.518 |        1.099
       0.124 |        0.519 |        0.644
       0.121 |        0.509 |        0.630
       0.362 |        0.502 |        0.863
       0.122 |        0.513 |        0.635
       0.148 |        0.515 |        0.663
       0.147 |        0.510 |        0.657
       0.123 |        0.513 |        0.636
       0.098 |        0.553 |        0.651
       0.128 |        0.526 |        0.654
       0.124 |        0.530 |        0.654
       0.122 |        0.513 |        0.636
       0.148 |        0.520 |        0.668
       0.146 |        0.523 |        0.669
       0.058 |        0.502 |        0.559
       0.147 |        0.524 |        0.671
       0.235 |        0.498 |        0.733
       0.144 |        0.510 |        0.654
       0.152 |        0.511 |        0.663
       0.684 |        0.501 |        1.185
       0.145 |        0.512 |        0.657
       0.130 |        0.592 |        0.721
       0.173 |        0.542 |        0.715
       0.147 |        0.518 |        0.664
       0.144 |        0.524 |        0.668
