  QueueTimes | ServiceTimes | SojournTimes

       0.122 |        0.083 |        0.205
       0.072 |        0.072 |        0.144
       0.093 |        0.061 |        0.154
       0.086 |        0.071 |        0.157
       0.071 |        0.078 |        0.149
       0.071 |        0.065 |        0.136
       0.097 |        0.073 |        0.169
       0.156 |        0.064 |        0.220
       0.072 |        0.066 |        0.138
       0.118 |        0.060 |        0.178
       0.075 |        0.072 |        0.147
       0.194 |        0.063 |        0.257
       0.108 |        0.083 |        0.190
       0.134 |        0.066 |        0.200
       0.098 |        0.065 |        0.164
       0.098 |        0.062 |        0.160
       0.084 |        0.054 |        0.138
       0.142 |        0.071 |        0.213
       0.071 |        0.073 |        0.143
       0.086 |        0.061 |        0.147
       0.024 |        0.065 |        0.089
       0.120 |        0.068 |        0.188
       0.042 |        0.080 |        0.122
       0.093 |        0.084 |        0.177
       0.096 |        0.064 |        0.159
       0.159 |        0.060 |        0.219
       0.094 |        0.063 |        0.157
       0.098 |        0.107 |        0.205
       0.065 |        0.088 |        0.153
       0.157 |        0.058 |        0.214
       0.085 |        0.182 |        0.267
       0.107 |        0.078 |        0.186
       0.191 |        0.061 |        0.252
       0.083 |        0.161 |        0.244
       0.048 |        0.059 |        0.107
       0.072 |        0.061 |        0.133
       0.069 |        0.067 |        0.137
       0.071 |        0.082 |        0.153
       0.051 |        0.059 |        0.110
       0.140 |        0.061 |        0.201
       0.070 |        0.064 |        0.135
       0.184 |        0.070 |        0.254
       0.071 |        0.064 |        0.134
       0.070 |        0.077 |        0.147
       0.070 |        0.068 |        0.138
       0.159 |        0.083 |        0.242
       0.072 |        0.089 |        0.161
       0.071 |        0.080 |        0.151
       0.020 |        0.073 |        0.094
       0.170 |        0.062 |        0.232
       0.239 |        0.058 |        0.296
       0.303 |        0.057 |        0.360
       0.150 |        0.063 |        0.213
       0.069 |        0.060 |        0.129
       0.069 |        0.066 |        0.135
       0.034 |        0.164 |        0.198
       0.096 |        0.084 |        0.180
       0.107 |        0.083 |        0.190
       0.070 |        0.080 |        0.150
       0.090 |        0.081 |        0.171
       0.095 |        0.062 |        0.157
       0.069 |        0.077 |        0.147
       0.097 |        0.086 |        0.183
       0.191 |        0.064 |        0.255
       0.114 |        0.071 |        0.185
       0.071 |        0.065 |        0.136
       0.095 |        0.075 |        0.170
       0.070 |        0.163 |        0.233
       0.177 |        0.066 |        0.243
       0.006 |        0.068 |        0.074
       0.095 |        0.063 |        0.158
       0.039 |        0.073 |        0.113
       0.095 |        0.064 |        0.159
       0.096 |        0.065 |        0.162
       0.198 |        0.070 |        0.268
       0.115 |        0.065 |        0.180
