  QueueTimes | ServiceTimes | SojournTimes

       0.122 |        0.509 |        0.631
       0.132 |        0.501 |        0.633
       0.123 |        0.519 |        0.641
       0.123 |        0.511 |        0.634
       0.124 |        0.512 |        0.636
       0.629 |        0.494 |        1.123
       0.136 |        0.494 |        0.630
       0.122 |        0.508 |        0.630
       0.124 |        0.530 |        0.654
       0.123 |        0.514 |        0.636
       0.100 |        0.498 |        0.599
       0.122 |        0.503 |        0.625
       0.685 |        0.507 |        1.192
       0.509 |        0.496 |        1.004
       0.126 |        0.512 |        0.638
       0.405 |        0.499 |        0.904
       0.905 |        0.499 |        1.404
       1.010 |        0.493 |        1.503
       1.501 |        0.508 |        2.009
       1.221 |        0.497 |        1.718
       0.122 |        0.505 |        0.628
       0.478 |        0.498 |        0.975
       0.121 |        0.505 |        0.626
       0.272 |        0.501 |        0.772
       0.123 |        0.518 |        0.641
       0.263 |        0.492 |        0.755
       0.650 |        0.503 |        1.153
       1.002 |        0.494 |        1.496
       0.121 |        0.510 |        0.631
       0.122 |        0.513 |        0.635
       0.122 |        0.504 |        0.626
       0.432 |        0.495 |        0.926
       0.065 |        0.509 |        0.574
       0.420 |        0.493 |        0.913
       0.122 |        0.536 |        0.658
       0.542 |        0.496 |        1.038
       0.124 |        0.510 |        0.634
       0.612 |        0.501 |        1.113
       0.122 |        0.524 |        0.646
       0.081 |        0.507 |        0.588
       0.123 |        0.524 |        0.647
       0.122 |        0.513 |        0.635
       0.126 |        0.522 |        0.648
       0.642 |        0.495 |        1.137
       0.123 |        0.502 |        0.625
       0.123 |        0.516 |        0.640
       0.123 |        0.513 |        0.637
       0.122 |        0.507 |        0.629
       0.366 |        0.500 |        0.866
       0.135 |        0.495 |        0.630
       0.455 |        0.492 |        0.947
       0.122 |        0.504 |        0.625
       0.122 |        0.505 |        0.627
       0.123 |        0.512 |        0.635
       0.122 |        0.504 |        0.626
       0.124 |        0.512 |        0.636
       0.328 |        0.496 |        0.824
       0.138 |        0.582 |        0.719
       0.176 |        0.504 |        0.680
       0.128 |        0.513 |        0.640
       0.126 |        0.509 |        0.635
       0.123 |        0.537 |        0.660
       0.127 |        0.519 |        0.645
       0.233 |        0.502 |        0.736
       0.123 |        0.523 |        0.646
       0.389 |        0.502 |        0.891
       0.401 |        0.497 |        0.898
       0.126 |        0.516 |        0.642
       0.123 |        0.507 |        0.630
       0.185 |        0.498 |        0.682
       0.123 |        0.508 |        0.631
       0.195 |        0.497 |        0.692
       0.371 |        0.517 |        0.888
       0.128 |        0.508 |        0.637
       0.146 |        0.512 |        0.658
       0.122 |        0.517 |        0.639
       0.687 |        0.501 |        1.188
       0.127 |        0.520 |        0.647
       0.064 |        0.504 |        0.568
       0.236 |        0.495 |        0.732
       0.146 |        0.513 |        0.659
       0.147 |        0.514 |        0.661
       0.432 |        0.515 |        0.947
       0.782 |        0.498 |        1.279
       0.713 |        0.504 |        1.217
       1.246 |        0.498 |        1.743
       0.514 |        0.504 |        1.018
       0.123 |        0.509 |        0.632
       0.084 |        0.518 |        0.602
       0.410 |        0.496 |        0.906
       0.154 |        0.515 |        0.669
       0.725 |        0.497 |        1.222
       0.695 |        0.503 |        1.198
       0.148 |        0.510 |        0.658
       0.117 |        0.518 |        0.635
       0.149 |        0.516 |        0.665
       0.148 |        0.524 |        0.671
       0.150 |        0.517 |        0.667
       0.147 |        0.523 |        0.670
       0.144 |        0.511 |        0.655
       0.271 |        0.497 |        0.768
       0.130 |        0.536 |        0.666
       0.125 |        0.512 |        0.637
       0.583 |        0.516 |        1.099
       0.126 |        0.510 |        0.636
       0.148 |        0.509 |        0.657
       0.145 |        0.514 |        0.659
       0.128 |        0.541 |        0.669
       0.125 |        0.521 |        0.646
       0.132 |        0.523 |        0.655
       0.596 |        0.507 |        1.104
       0.124 |        0.530 |        0.654
       0.512 |        0.501 |        1.014
       0.228 |        0.502 |        0.730
       0.123 |        0.509 |        0.632
       0.155 |        0.526 |        0.681
       0.147 |        0.514 |        0.661
       0.145 |        0.510 |        0.655
       0.125 |        0.521 |        0.646
       0.146 |        0.763 |        0.910
       0.293 |        0.550 |        0.844
       0.124 |        0.519 |        0.643
       0.137 |        0.592 |        0.729
       0.126 |        0.543 |        0.669
       0.377 |        0.502 |        0.879
       0.132 |        0.522 |        0.653
       0.140 |        0.562 |        0.702
       0.126 |        0.523 |        0.649
       0.128 |        0.534 |        0.662
       0.130 |        0.560 |        0.690
       0.127 |        0.534 |        0.661
       0.622 |        0.497 |        1.119
       0.148 |        0.515 |        0.664
       0.660 |        0.497 |        1.158
       0.130 |        0.590 |        0.719
       0.112 |        0.522 |        0.633
       0.128 |        0.523 |        0.651
       0.127 |        0.521 |        0.648
       0.151 |        0.520 |        0.671
       0.620 |        0.505 |        1.125
       0.635 |        0.498 |        1.133
       0.149 |        0.509 |        0.659
       0.466 |        0.505 |        0.971
       0.147 |        0.508 |        0.655
       0.125 |        0.511 |        0.637
       0.122 |        0.529 |        0.651
       0.433 |        0.496 |        0.929
       0.149 |        0.523 |        0.673
       0.193 |        0.498 |        0.691
       0.147 |        0.520 |        0.666
       0.149 |        0.510 |        0.659
       0.493 |        0.498 |        0.991
       0.159 |        0.508 |        0.667
       0.126 |        0.510 |        0.636
       0.149 |        0.507 |        0.656
       0.147 |        0.549 |        0.696
       0.685 |        0.500 |        1.185
       0.149 |        0.507 |        0.657
       0.158 |        0.509 |        0.667
       0.148 |        0.510 |        0.658
       0.039 |        0.497 |        0.537
       0.532 |        0.518 |        1.050
       0.059 |        0.498 |        0.556
       0.150 |        0.518 |        0.668
       0.147 |        0.521 |        0.668
       0.147 |        0.513 |        0.660
       0.146 |        0.508 |        0.654
       0.150 |        0.507 |        0.657
       0.148 |        0.530 |        0.679
       0.149 |        0.534 |        0.683
       0.122 |        0.500 |        0.623
       0.202 |        0.504 |        0.706
       0.313 |        0.497 |        0.811
       0.148 |        0.508 |        0.655
       0.124 |        0.511 |        0.635
       0.148 |        0.531 |        0.679
       0.155 |        0.510 |        0.665
       0.160 |        0.510 |        0.669
       0.149 |        0.553 |        0.702
       0.123 |        0.508 |        0.631
       0.148 |        0.509 |        0.657
       0.692 |        0.517 |        1.209
       0.830 |        0.496 |        1.326
