  QueueTimes | ServiceTimes | SojournTimes

       0.766 |        0.254 |        1.020
       1.023 |        0.274 |        1.297
       1.335 |        0.255 |        1.590
       0.073 |        0.258 |        0.331
       0.075 |        0.264 |        0.339
       0.060 |        0.304 |        0.363
       0.071 |        0.251 |        0.321
       0.070 |        0.276 |        0.346
       0.478 |        0.246 |        0.725
       0.865 |        0.262 |        1.127
       1.019 |        0.246 |        1.265
       1.113 |        0.252 |        1.365
       0.071 |        0.249 |        0.320
       0.044 |        0.252 |        0.297
       0.071 |        0.246 |        0.317
       0.069 |        0.263 |        0.333
       0.302 |        0.243 |        0.545
       0.073 |        0.254 |        0.327
       0.027 |        0.245 |        0.272
       0.072 |        0.250 |        0.322
       0.397 |        0.253 |        0.650
       0.220 |        0.252 |        0.472
       0.071 |        0.244 |        0.315
       0.349 |        0.250 |        0.599
       0.011 |        0.244 |        0.255
       0.133 |        0.258 |        0.390
       0.070 |        0.243 |        0.313
       0.265 |        0.250 |        0.514
       0.073 |        0.250 |        0.323
       0.070 |        0.250 |        0.320
       0.072 |        0.254 |        0.325
       0.152 |        0.247 |        0.399
       0.232 |        0.242 |        0.474
       0.070 |        0.249 |        0.320
       0.084 |        0.294 |        0.378
       0.075 |        0.266 |        0.340
       0.383 |        0.264 |        0.646
       0.071 |        0.257 |        0.328
       0.333 |        0.250 |        0.584
       0.328 |        0.255 |        0.583
       0.071 |        0.250 |        0.321
       0.095 |        0.267 |        0.362
       0.438 |        0.261 |        0.698
       0.460 |        0.260 |        0.720
       0.400 |        0.245 |        0.645
       0.101 |        0.262 |        0.363
       0.339 |        0.260 |        0.600
       0.274 |        0.253 |        0.526
       0.203 |        0.249 |        0.452
       0.072 |        0.254 |        0.326
       0.076 |        0.263 |        0.340
       0.071 |        0.288 |        0.359
       0.109 |        0.250 |        0.359
       0.163 |        0.256 |        0.419
       0.529 |        0.249 |        0.778
       0.070 |        0.257 |        0.327
       0.282 |        0.245 |        0.527
       0.421 |        0.263 |        0.683
       0.162 |        0.252 |        0.414
       0.008 |        0.249 |        0.257
       0.030 |        0.241 |        0.272
       0.086 |        0.256 |        0.342
       0.095 |        0.257 |        0.352
       0.208 |        0.254 |        0.462
       0.361 |        0.245 |        0.606
       0.156 |        0.251 |        0.408
       0.480 |        0.257 |        0.737
       0.099 |        0.265 |        0.364
       0.094 |        0.243 |        0.337
       0.109 |        0.248 |        0.358
       0.365 |        0.246 |        0.611
       0.729 |        0.251 |        0.980
       0.071 |        0.241 |        0.312
       0.164 |        0.261 |        0.425
       0.093 |        0.244 |        0.337
       0.150 |        0.250 |        0.401
       0.092 |        0.243 |        0.336
       0.446 |        0.248 |        0.694
       0.085 |        0.259 |        0.343
       0.120 |        0.245 |        0.365
       0.038 |        0.239 |        0.277
       0.100 |        0.249 |        0.350
       0.092 |        0.291 |        0.383
       0.412 |        0.290 |        0.702
       0.071 |        0.255 |        0.326
       0.070 |        0.259 |        0.329
       0.310 |        0.247 |        0.557
       0.658 |        0.257 |        0.915
       0.073 |        0.261 |        0.334
       0.097 |        0.258 |        0.355
       0.118 |        0.246 |        0.363
       0.096 |        0.255 |        0.351
       0.351 |        0.245 |        0.596
       0.277 |        0.251 |        0.528
       0.592 |        0.254 |        0.846
       0.601 |        0.250 |        0.851
       0.162 |        0.257 |        0.419
       0.095 |        0.251 |        0.346
       0.095 |        0.241 |        0.336
       0.261 |        0.257 |        0.518
       0.092 |        0.247 |        0.339
       0.071 |        0.252 |        0.323
       0.073 |        0.246 |        0.319
       0.097 |        0.257 |        0.354
       0.103 |        0.257 |        0.360
       0.097 |        0.256 |        0.353
       0.379 |        0.243 |        0.622
       0.096 |        0.256 |        0.352
       0.329 |        0.242 |        0.571
       0.145 |        0.261 |        0.406
       0.095 |        0.256 |        0.351
       0.093 |        0.252 |        0.344
       0.100 |        0.247 |        0.347
       0.272 |        0.249 |        0.521
       0.242 |        0.239 |        0.481
       0.610 |        0.261 |        0.871
       0.963 |        0.246 |        1.208
       0.706 |        0.247 |        0.953
       0.957 |        0.239 |        1.196
       0.097 |        0.252 |        0.349
       0.098 |        0.258 |        0.356
       0.071 |        0.253 |        0.325
       0.447 |        0.240 |        0.687
       0.094 |        0.262 |        0.356
       0.102 |        0.249 |        0.350
       0.070 |        0.260 |        0.330
       0.097 |        0.242 |        0.340
       0.094 |        0.263 |        0.357
       0.396 |        0.242 |        0.638
       0.006 |        0.244 |        0.250
       0.095 |        0.247 |        0.341
       0.098 |        0.258 |        0.356
       0.314 |        0.239 |        0.553
       0.101 |        0.246 |        0.347
       0.094 |        0.239 |        0.332
       0.069 |        0.251 |        0.321
       0.413 |        0.247 |        0.660
       0.638 |        0.247 |        0.885
       0.069 |        0.287 |        0.356
       0.071 |        0.256 |        0.327
       0.211 |        0.240 |        0.451
       0.070 |        0.261 |        0.331
       0.117 |        0.241 |        0.357
       0.091 |        0.252 |        0.343
       0.070 |        0.241 |        0.311
       0.296 |        0.766 |        1.062
       0.502 |        0.242 |        0.743
       0.029 |        0.246 |        0.275
       0.088 |        0.241 |        0.329
       0.034 |        0.239 |        0.273
       0.070 |        0.258 |        0.328
       0.069 |        0.249 |        0.318
       0.097 |        0.241 |        0.338
       0.070 |        0.246 |        0.316
       0.051 |        0.244 |        0.296
       0.069 |        0.246 |        0.315
       0.088 |        0.244 |        0.332
       0.403 |        0.246 |        0.649
       0.561 |        0.241 |        0.801
       0.301 |        0.241 |        0.542
       0.427 |        0.255 |        0.681
       0.238 |        0.241 |        0.479
       0.576 |        0.243 |        0.820
       0.651 |        0.241 |        0.892
       0.489 |        0.243 |        0.732
       0.070 |        0.243 |        0.313
       0.265 |        0.237 |        0.502
       0.191 |        0.245 |        0.437
       0.501 |        0.241 |        0.741
       0.072 |        0.242 |        0.314
       0.070 |        0.247 |        0.317
       0.070 |        0.242 |        0.312
       0.070 |        0.243 |        0.313
       0.069 |        0.244 |        0.313
       0.069 |        0.239 |        0.309
       0.070 |        0.242 |        0.311
       0.069 |        0.243 |        0.312
       0.139 |        0.243 |        0.382
       0.069 |        0.253 |        0.323
       0.071 |        0.243 |        0.314
       0.069 |        0.239 |        0.308
       0.116 |        0.243 |        0.359
       0.070 |        0.243 |        0.313
       0.133 |        0.241 |        0.374
       0.218 |        0.242 |        0.460
       0.176 |        0.242 |        0.418
       0.472 |        0.238 |        0.710
       0.071 |        0.246 |        0.317
       0.002 |        0.244 |        0.246
       0.071 |        0.253 |        0.323
       0.017 |        0.240 |        0.258
       0.073 |        0.247 |        0.320
       0.275 |        0.241 |        0.516
       0.178 |        0.243 |        0.421
       0.122 |        0.254 |        0.376
       0.485 |        0.244 |        0.730
       0.070 |        0.242 |        0.312
       0.055 |        0.240 |        0.295
       0.183 |        0.246 |        0.429
       0.444 |        0.242 |        0.686
       0.072 |        0.242 |        0.313
       0.070 |        0.244 |        0.313
       0.070 |        0.240 |        0.310
       0.070 |        0.244 |        0.314
       0.126 |        0.251 |        0.377
       0.069 |        0.245 |        0.314
       0.070 |        0.243 |        0.313
       0.071 |        0.244 |        0.315
       0.149 |        0.236 |        0.385
       0.070 |        0.244 |        0.314
       0.354 |        0.243 |        0.597
       0.070 |        0.246 |        0.316
       0.422 |        0.239 |        0.661
       0.667 |        0.237 |        0.903
       0.070 |        0.243 |        0.313
       0.117 |        0.245 |        0.362
       0.182 |        0.243 |        0.425
       0.071 |        0.245 |        0.316
       0.071 |        0.247 |        0.318
       0.069 |        0.241 |        0.310
       0.084 |        0.240 |        0.325
       0.334 |        0.242 |        0.576
       0.145 |        0.241 |        0.386
       0.118 |        0.248 |        0.366
       0.082 |        0.244 |        0.326
       0.070 |        0.243 |        0.314
       0.267 |        0.241 |        0.508
       0.070 |        0.246 |        0.315
       0.070 |        0.242 |        0.312
       0.071 |        0.244 |        0.315
       0.350 |        0.244 |        0.594
       0.070 |        0.253 |        0.323
       0.071 |        0.242 |        0.313
       0.071 |        0.247 |        0.318
       0.069 |        0.242 |        0.312
       0.069 |        0.245 |        0.315
       0.070 |        0.249 |        0.319
       0.070 |        0.258 |        0.327
       0.069 |        0.245 |        0.314
       0.069 |        0.247 |        0.316
       0.070 |        0.244 |        0.314
