  QueueTimes | ServiceTimes | SojournTimes

       0.016 |        0.110 |        0.126
       0.136 |        0.092 |        0.229
       0.103 |        0.082 |        0.185
       0.194 |        0.074 |        0.269
       0.028 |        0.076 |        0.104
       0.083 |        0.070 |        0.153
       0.217 |        0.076 |        0.293
       0.072 |        0.540 |        0.613
       0.070 |        0.072 |        0.143
       0.253 |        0.121 |        0.373
       0.143 |        0.106 |        0.248
       0.212 |        0.085 |        0.297
       0.127 |        0.075 |        0.203
       0.164 |        0.078 |        0.243
       0.072 |        0.110 |        0.182
       0.070 |        0.078 |        0.148
       0.075 |        0.085 |        0.161
       0.120 |        0.091 |        0.211
       0.124 |        0.072 |        0.196
       0.070 |        0.083 |        0.153
       0.070 |        0.075 |        0.145
       0.071 |        0.087 |        0.158
       0.072 |        0.075 |        0.147
       0.071 |        0.107 |        0.178
       0.073 |        0.075 |        0.148
       0.074 |        0.081 |        0.154
       0.072 |        0.106 |        0.177
       0.107 |        0.077 |        0.184
       0.071 |        0.073 |        0.144
       0.073 |        0.086 |        0.159
       0.072 |        0.088 |        0.160
       0.071 |        0.077 |        0.148
       0.071 |        0.113 |        0.184
       0.071 |        0.077 |        0.147
       0.086 |        0.110 |        0.196
       0.070 |        0.087 |        0.157
       0.071 |        0.080 |        0.151
       0.071 |        0.081 |        0.152
       0.074 |        0.087 |        0.160
       0.094 |        0.079 |        0.173
       0.094 |        0.105 |        0.198
       0.137 |        0.092 |        0.229
       0.072 |        0.107 |        0.179
       0.072 |        0.076 |        0.147
       0.070 |        0.082 |        0.152
       0.084 |        0.080 |        0.164
       0.073 |        0.089 |        0.163
       0.071 |        0.072 |        0.143
       0.111 |        0.503 |        0.614
       0.047 |        0.063 |        0.111
       0.083 |        0.123 |        0.205
       0.192 |        0.080 |        0.272
       0.148 |        0.065 |        0.213
       0.241 |        0.079 |        0.320
       0.083 |        0.153 |        0.236
       0.164 |        0.076 |        0.239
       0.223 |        0.086 |        0.309
       0.230 |        0.083 |        0.313
       0.072 |        0.082 |        0.154
       0.070 |        0.115 |        0.185
       0.070 |        0.074 |        0.144
       0.085 |        0.083 |        0.168
       0.083 |        0.132 |        0.215
       0.152 |        0.106 |        0.258
       0.071 |        0.106 |        0.177
       0.137 |        0.084 |        0.221
       0.070 |        0.456 |        0.526
       0.070 |        0.075 |        0.145
       0.072 |        0.079 |        0.152
       0.104 |        0.085 |        0.189
       0.072 |        0.089 |        0.161
       0.070 |        0.077 |        0.147
       0.112 |        0.072 |        0.184
       0.136 |        0.082 |        0.218
       0.071 |        0.078 |        0.149
       0.069 |        0.074 |        0.144
       0.072 |        0.088 |        0.160
       0.071 |        0.097 |        0.168
       0.109 |        0.076 |        0.185
       0.082 |        0.114 |        0.196
       0.072 |        0.099 |        0.171
       0.114 |        0.081 |        0.194
       0.084 |        0.089 |        0.172
       0.072 |        0.077 |        0.149
       0.144 |        0.103 |        0.247
       0.074 |        0.116 |        0.190
       0.070 |        0.084 |        0.154
       0.073 |        0.087 |        0.160
       0.071 |        0.073 |        0.144
       0.073 |        0.089 |        0.162
       0.072 |        0.113 |        0.185
       0.071 |        0.079 |        0.150
       0.070 |        0.080 |        0.151
       0.076 |        0.080 |        0.156
       0.070 |        0.085 |        0.156
       0.070 |        0.081 |        0.151
       0.070 |        0.073 |        0.143
       0.073 |        0.087 |        0.160
       0.117 |        0.085 |        0.202
       0.070 |        0.071 |        0.141
       0.096 |        0.086 |        0.182
       0.071 |        0.074 |        0.145
       0.075 |        0.080 |        0.155
       0.071 |        0.072 |        0.143
       0.073 |        0.078 |        0.151
       0.157 |        0.078 |        0.235
       0.070 |        0.101 |        0.171
       0.109 |        0.072 |        0.181
       0.071 |        0.084 |        0.155
       0.092 |        0.076 |        0.168
       0.070 |        0.079 |        0.149
       0.070 |        0.085 |        0.154
       0.024 |        0.083 |        0.107
       0.102 |        0.100 |        0.201
       0.071 |        0.088 |        0.160
       0.070 |        0.081 |        0.152
       0.073 |        0.080 |        0.153
       0.071 |        0.086 |        0.156
       0.071 |        0.070 |        0.141
       0.096 |        0.121 |        0.217
       0.072 |        0.089 |        0.161
       0.075 |        0.076 |        0.150
       0.065 |        0.119 |        0.183
       0.034 |        0.080 |        0.114
       0.072 |        0.080 |        0.152
       0.073 |        0.072 |        0.145
       0.135 |        0.079 |        0.215
       0.015 |        0.063 |        0.078
       0.128 |        0.085 |        0.213
       0.204 |        0.071 |        0.275
       0.147 |        0.086 |        0.233
       0.111 |        0.083 |        0.194
       0.073 |        0.087 |        0.161
       0.071 |        0.070 |        0.142
       0.122 |        0.109 |        0.231
       0.070 |        0.090 |        0.160
       0.106 |        0.127 |        0.233
       0.171 |        0.117 |        0.288
       0.099 |        0.080 |        0.180
       0.056 |        0.078 |        0.134
       0.118 |        0.545 |        0.664
       0.150 |        0.080 |        0.230
       0.075 |        0.076 |        0.151
       0.138 |        0.092 |        0.230
       0.174 |        0.116 |        0.290
       0.078 |        0.088 |        0.165
       0.071 |        0.093 |        0.164
       0.108 |        0.090 |        0.198
       0.073 |        0.123 |        0.196
       0.071 |        0.119 |        0.189
       0.073 |        0.114 |        0.187
       0.070 |        0.089 |        0.158
       0.082 |        0.123 |        0.205
       0.071 |        0.087 |        0.159
       0.072 |        0.081 |        0.152
       0.130 |        0.076 |        0.206
       0.114 |        0.081 |        0.195
       0.073 |        0.088 |        0.160
