  QueueTimes | ServiceTimes | SojournTimes

       0.149 |        0.078 |        0.227
       0.069 |        0.072 |        0.141
       0.089 |        0.064 |        0.152
       0.083 |        0.074 |        0.157
       0.068 |        0.077 |        0.145
       0.071 |        0.066 |        0.137
       0.092 |        0.079 |        0.172
       0.158 |        0.066 |        0.223
       0.093 |        0.065 |        0.158
       0.138 |        0.060 |        0.198
       0.095 |        0.078 |        0.173
       0.220 |        0.074 |        0.294
       0.144 |        0.079 |        0.222
       0.165 |        0.066 |        0.230
       0.092 |        0.067 |        0.159
       0.093 |        0.063 |        0.155
       0.079 |        0.055 |        0.134
       0.139 |        0.072 |        0.211
       0.070 |        0.070 |        0.140
       0.083 |        0.062 |        0.146
       0.023 |        0.066 |        0.089
       0.095 |        0.069 |        0.164
       0.019 |        0.087 |        0.106
       0.097 |        0.084 |        0.180
       0.092 |        0.065 |        0.157
       0.156 |        0.060 |        0.216
       0.095 |        0.064 |        0.159
       0.094 |        0.073 |        0.167
       0.165 |        0.081 |        0.246
       0.250 |        0.057 |        0.306
       0.177 |        0.225 |        0.402
       0.080 |        0.081 |        0.161
       0.168 |        0.068 |        0.236
       0.072 |        0.165 |        0.237
       0.041 |        0.061 |        0.101
       0.071 |        0.063 |        0.134
       0.093 |        0.068 |        0.161
       0.073 |        0.089 |        0.161
       0.060 |        0.059 |        0.119
       0.148 |        0.062 |        0.210
       0.070 |        0.066 |        0.136
       0.185 |        0.069 |        0.255
       0.071 |        0.066 |        0.137
       0.092 |        0.081 |        0.173
       0.096 |        0.071 |        0.167
       0.189 |        0.086 |        0.274
       0.072 |        0.086 |        0.159
       0.069 |        0.082 |        0.151
       0.021 |        0.079 |        0.099
       0.006 |        0.058 |        0.063
       0.070 |        0.057 |        0.127
       0.133 |        0.057 |        0.190
       0.070 |        0.063 |        0.133
       0.069 |        0.061 |        0.130
       0.068 |        0.067 |        0.135
       0.033 |        0.172 |        0.205
       0.097 |        0.085 |        0.182
       0.109 |        0.066 |        0.175
       0.069 |        0.084 |        0.153
       0.092 |        0.088 |        0.180
       0.109 |        0.063 |        0.172
       0.092 |        0.081 |        0.173
       0.092 |        0.081 |        0.172
       0.180 |        0.067 |        0.247
       0.107 |        0.089 |        0.196
       0.069 |        0.066 |        0.135
       0.072 |        0.078 |        0.150
       0.069 |        0.164 |        0.232
       0.177 |        0.067 |        0.245
       0.008 |        0.070 |        0.078
       0.070 |        0.063 |        0.134
       0.015 |        0.074 |        0.089
       0.098 |        0.063 |        0.161
       0.097 |        0.063 |        0.161
       0.199 |        0.072 |        0.271
       0.115 |        0.072 |        0.187
       0.093 |        0.071 |        0.164
       0.027 |        0.203 |        0.230
       0.099 |        0.087 |        0.185
       0.068 |        0.065 |        0.133
       0.005 |        0.078 |        0.083
       0.093 |        0.066 |        0.160
       0.172 |        0.058 |        0.230
       0.094 |        0.098 |        0.192
       0.094 |        0.066 |        0.160
       0.069 |        0.063 |        0.132
       0.095 |        0.078 |        0.172
       0.200 |        0.077 |        0.277
       0.188 |        0.065 |        0.253
       0.234 |        0.057 |        0.292
       0.096 |        0.062 |        0.158
       0.165 |        0.057 |        0.222
       0.073 |        0.294 |        0.367
       0.116 |        0.092 |        0.208
       0.204 |        0.185 |        0.390
       0.097 |        0.080 |        0.177
       0.200 |        0.063 |        0.263
       0.070 |        0.064 |        0.134
       0.162 |        0.085 |        0.247
       0.274 |        0.075 |        0.349
       0.181 |        0.084 |        0.265
       0.070 |        0.086 |        0.156
       0.069 |        0.066 |        0.135
       0.095 |        0.067 |        0.162
       0.023 |        0.060 |        0.083
       0.095 |        0.078 |        0.173
       0.085 |        0.065 |        0.150
       0.095 |        0.059 |        0.155
       0.054 |        0.077 |        0.131
       0.105 |        0.079 |        0.183
       0.070 |        0.068 |        0.138
       0.069 |        0.066 |        0.135
       0.069 |        0.079 |        0.148
       0.072 |        0.075 |        0.147
       0.086 |        0.158 |        0.244
       0.070 |        0.082 |        0.151
       0.070 |        0.081 |        0.151
       0.095 |        0.063 |        0.158
       0.069 |        0.075 |        0.145
       0.154 |        0.064 |        0.218
       0.095 |        0.063 |        0.158
       0.076 |        0.089 |        0.164
       0.070 |        0.063 |        0.133
       0.071 |        0.084 |        0.155
       0.109 |        0.079 |        0.188
       0.221 |        0.061 |        0.281
       0.070 |        0.086 |        0.156
       0.070 |        0.065 |        0.135
       0.177 |        0.097 |        0.274
       0.071 |        0.205 |        0.276
       0.190 |        0.061 |        0.251
       0.090 |        0.061 |        0.151
       0.136 |        0.056 |        0.192
       0.162 |        0.055 |        0.217
       0.071 |        0.076 |        0.148
       0.069 |        0.086 |        0.155
       0.100 |        0.093 |        0.193
       0.070 |        0.068 |        0.138
       0.070 |        0.062 |        0.132
       0.046 |        0.056 |        0.101
       0.121 |        0.057 |        0.178
       0.070 |        0.061 |        0.131
       0.157 |        0.092 |        0.248
       0.071 |        0.086 |        0.156
       0.069 |        0.058 |        0.127
       0.070 |        0.077 |        0.147
       0.069 |        0.062 |        0.131
       0.086 |        0.098 |        0.184
       0.105 |        0.066 |        0.171
       0.103 |        0.067 |        0.170
       0.070 |        0.181 |        0.251
       0.071 |        0.089 |        0.160
       0.070 |        0.063 |        0.132
       0.030 |        0.057 |        0.087
       0.164 |        0.077 |        0.242
       0.241 |        0.075 |        0.316
       0.305 |        0.156 |        0.461
       0.324 |        0.057 |        0.381
       0.379 |        0.053 |        0.432
       0.475 |        0.076 |        0.550
       0.062 |        0.069 |        0.131
       0.112 |        0.076 |        0.188
       0.102 |        0.077 |        0.179
       0.147 |        0.070 |        0.217
       0.071 |        0.081 |        0.152
       0.094 |        0.085 |        0.178
       0.070 |        0.062 |        0.132
       0.077 |        0.072 |        0.149
       0.070 |        0.065 |        0.136
       0.115 |        0.065 |        0.179
       0.069 |        1.520 |        1.589
       0.999 |        0.057 |        1.056
       0.921 |        0.055 |        0.976
       0.267 |        0.058 |        0.325
       0.072 |        0.073 |        0.145
       0.171 |        0.067 |        0.238
       0.124 |        0.076 |        0.200
       0.158 |        0.065 |        0.223
       0.068 |        0.074 |        0.142
       0.154 |        0.063 |        0.217
       0.167 |        0.185 |        0.352
       0.069 |        0.091 |        0.160
       0.088 |        0.074 |        0.161
       0.069 |        0.064 |        0.133
       0.068 |        0.061 |        0.130
       0.145 |        0.074 |        0.219
       0.075 |        0.096 |        0.172
       0.070 |        0.069 |        0.139
       0.169 |        0.086 |        0.255
       0.072 |        0.066 |        0.138
       0.127 |        0.056 |        0.184
       0.189 |        0.081 |        0.271
       0.070 |        0.079 |        0.149
       0.148 |        0.061 |        0.210
       0.160 |        0.068 |        0.228
       0.072 |        0.074 |        0.146
       0.069 |        0.091 |        0.160
       0.069 |        0.093 |        0.163
       0.069 |        0.060 |        0.129
       0.095 |        0.083 |        0.178
       0.071 |        0.066 |        0.138
       0.164 |        0.066 |        0.231
       0.261 |        0.082 |        0.343
       0.032 |        0.074 |        0.106
       0.089 |        0.213 |        0.302
       0.071 |        0.086 |        0.157
       0.032 |        0.074 |        0.106
       0.070 |        0.086 |        0.156
       0.070 |        0.160 |        0.230
       0.143 |        0.069 |        0.212
       0.166 |        0.062 |        0.228
       0.038 |        0.069 |        0.107
       0.123 |        0.060 |        0.183
       0.087 |        0.083 |        0.169
       0.070 |        0.064 |        0.134
       0.143 |        0.073 |        0.216
       0.037 |        0.062 |        0.098
       0.071 |        0.064 |        0.135
       0.068 |        0.075 |        0.143
       0.069 |        0.066 |        0.135
       0.096 |        0.058 |        0.155
       0.047 |        0.082 |        0.129
       0.113 |        0.058 |        0.170
       0.069 |        0.060 |        0.129
       0.025 |        0.085 |        0.109
       0.147 |        0.057 |        0.204
       0.154 |        0.060 |        0.213
       0.070 |        0.062 |        0.132
       0.068 |        0.063 |        0.131
       0.073 |        0.062 |        0.135
       0.072 |        0.064 |        0.136
       0.021 |        0.180 |        0.201
       0.070 |        0.077 |        0.147
       0.089 |        0.112 |        0.201
       0.186 |        0.097 |        0.283
       0.307 |        0.072 |        0.379
       0.075 |        0.070 |        0.145
       0.069 |        0.070 |        0.140
       0.070 |        0.067 |        0.137
       0.070 |        0.071 |        0.141
       0.070 |        0.069 |        0.139
       0.073 |        0.099 |        0.172
       0.070 |        0.096 |        0.165
       0.017 |        0.087 |        0.104
       0.004 |        0.075 |        0.078
       0.170 |        0.094 |        0.264
       0.130 |        0.083 |        0.213
       0.067 |        0.089 |        0.156
       0.183 |        0.091 |        0.274
       0.070 |        0.079 |        0.150
       0.095 |        0.073 |        0.167
       0.029 |        0.061 |        0.091
       0.097 |        0.068 |        0.165
       0.068 |        0.068 |        0.137
       0.180 |        0.080 |        0.260
       0.287 |        0.093 |        0.379
       0.401 |        0.066 |        0.467
       0.097 |        0.090 |        0.188
       0.068 |        0.072 |        0.141
       0.162 |        0.090 |        0.252
       0.011 |        0.077 |        0.088
       0.157 |        0.075 |        0.232
       0.096 |        0.071 |        0.167
       0.175 |        0.085 |        0.260
       0.095 |        0.079 |        0.173
       0.227 |        0.078 |        0.305
       0.201 |        0.082 |        0.283
       0.140 |        0.069 |        0.209
       0.093 |        0.072 |        0.165
       0.068 |        0.067 |        0.135
       0.107 |        0.070 |        0.177
       0.095 |        0.070 |        0.166
       0.219 |        0.093 |        0.312
       0.071 |        0.088 |        0.159
       0.095 |        0.095 |        0.190
       0.073 |        0.070 |        0.144
       0.071 |        0.071 |        0.143
       0.069 |        0.068 |        0.137
       0.132 |        0.076 |        0.208
       0.100 |        0.070 |        0.170
       0.095 |        0.079 |        0.174
       0.093 |        0.089 |        0.182
       0.112 |        0.088 |        0.199
       0.023 |        0.073 |        0.096
       0.041 |        0.064 |        0.105
       0.104 |        0.082 |        0.186
       0.094 |        0.100 |        0.194
       0.244 |        0.213 |        0.457
       0.334 |        0.066 |        0.400
       0.319 |        0.060 |        0.379
       0.405 |        0.087 |        0.492
       0.072 |        0.075 |        0.147
       0.105 |        0.070 |        0.175
       0.059 |        0.064 |        0.123
       0.069 |        0.084 |        0.153
       0.074 |        0.078 |        0.152
       0.097 |        0.072 |        0.169
       0.147 |        0.067 |        0.213
       0.054 |        0.062 |        0.115
       0.034 |        0.061 |        0.096
       0.094 |        0.070 |        0.164
       0.094 |        0.071 |        0.166
       0.097 |        0.071 |        0.168
       0.047 |        0.063 |        0.110
       0.073 |        0.197 |        0.270
       0.034 |        0.077 |        0.110
       0.095 |        0.092 |        0.187
       0.069 |        0.070 |        0.139
       0.099 |        0.074 |        0.172
       0.097 |        0.092 |        0.189
       0.160 |        0.070 |        0.230
       0.075 |        0.074 |        0.149
       0.098 |        0.071 |        0.169
       0.094 |        0.091 |        0.185
       0.096 |        0.095 |        0.192
       0.093 |        0.081 |        0.173
       0.161 |        0.077 |        0.238
       0.096 |        0.099 |        0.195
       0.095 |        0.090 |        0.185
       0.124 |        0.070 |        0.194
       0.156 |        0.063 |        0.219
       0.071 |        0.070 |        0.141
       0.076 |        0.067 |        0.143
       0.192 |        0.066 |        0.258
       0.231 |        0.087 |        0.319
       0.093 |        0.068 |        0.161
       0.138 |        0.071 |        0.209
       0.069 |        0.085 |        0.154
       0.099 |        0.071 |        0.170
       0.103 |        0.072 |        0.176
       0.054 |        0.072 |        0.127
       0.028 |        0.062 |        0.090
       0.075 |        0.081 |        0.156
       0.070 |        0.071 |        0.142
       0.070 |        0.096 |        0.165
       0.071 |        0.230 |        0.301
       0.096 |        0.087 |        0.182
       0.075 |        0.063 |        0.138
       0.098 |        0.080 |        0.177
       0.094 |        0.083 |        0.177
       0.098 |        0.089 |        0.187
       0.119 |        0.081 |        0.200
       0.073 |        0.073 |        0.147
       0.152 |        0.071 |        0.223
       0.069 |        0.070 |        0.139
       0.097 |        0.177 |        0.273
       0.097 |        0.099 |        0.196
       0.093 |        0.070 |        0.163
       0.148 |        0.094 |        0.241
       0.079 |        0.088 |        0.167
       0.070 |        0.097 |        0.167
       0.094 |        0.079 |        0.173
       0.103 |        0.069 |        0.172
       0.070 |        0.070 |        0.140
       0.093 |        0.098 |        0.191
       0.049 |        0.071 |        0.120
       0.125 |        0.095 |        0.220
       0.069 |        0.090 |        0.160
       0.092 |        0.087 |        0.179
       0.095 |        0.068 |        0.163
       0.156 |        0.083 |        0.239
       0.093 |        0.090 |        0.183
       0.070 |        0.085 |        0.155
       0.103 |        0.072 |        0.175
       0.147 |        0.072 |        0.219
       0.197 |        0.063 |        0.260
       0.083 |        0.105 |        0.187
       0.080 |        0.068 |        0.148
       0.072 |        0.068 |        0.139
       0.070 |        0.062 |        0.132
       0.069 |        0.078 |        0.146
       0.070 |        0.076 |        0.146
       0.069 |        0.072 |        0.141
