  QueueTimes | ServiceTimes | SojournTimes

       0.696 |        0.251 |        0.946
       0.952 |        0.255 |        1.207
       1.249 |        0.249 |        1.498
       0.098 |        0.259 |        0.357
       0.097 |        0.267 |        0.364
       0.098 |        0.263 |        0.361
       0.074 |        0.254 |        0.328
       0.073 |        0.260 |        0.333
       0.472 |        0.249 |        0.721
       0.862 |        0.264 |        1.126
       1.022 |        0.249 |        1.271
       1.124 |        0.265 |        1.389
       0.095 |        0.249 |        0.344
       0.077 |        0.263 |        0.340
       0.098 |        0.252 |        0.350
       0.097 |        0.272 |        0.369
       0.343 |        0.247 |        0.590
       0.107 |        0.258 |        0.365
       0.069 |        0.262 |        0.331
       0.099 |        0.259 |        0.358
       0.438 |        0.256 |        0.694
       0.270 |        0.252 |        0.522
       0.098 |        0.244 |        0.342
       0.382 |        0.252 |        0.634
       0.051 |        0.246 |        0.297
       0.179 |        0.263 |        0.442
       0.072 |        0.246 |        0.318
       0.272 |        0.248 |        0.520
       0.103 |        0.250 |        0.353
       0.099 |        0.268 |        0.367
       0.096 |        0.266 |        0.361
       0.193 |        0.256 |        0.450
       0.290 |        0.246 |        0.535
       0.098 |        0.269 |        0.367
       0.128 |        0.251 |        0.378
       0.096 |        0.259 |        0.355
       0.399 |        0.270 |        0.669
       0.101 |        0.254 |        0.355
       0.360 |        0.249 |        0.609
       0.358 |        0.259 |        0.617
       0.111 |        0.248 |        0.359
       0.097 |        0.266 |        0.363
       0.443 |        0.249 |        0.692
       0.459 |        0.252 |        0.711
       0.391 |        0.243 |        0.634
       0.096 |        0.256 |        0.352
       0.333 |        0.256 |        0.589
       0.267 |        0.252 |        0.519
       0.202 |        0.257 |        0.459
       0.097 |        0.253 |        0.350
       0.100 |        0.252 |        0.352
       0.095 |        0.269 |        0.364
       0.114 |        0.247 |        0.362
       0.171 |        0.256 |        0.427
       0.543 |        0.244 |        0.788
       0.097 |        0.264 |        0.360
       0.320 |        0.247 |        0.568
       0.466 |        0.261 |        0.727
       0.029 |        0.247 |        0.275
       0.072 |        0.252 |        0.325
       0.103 |        0.242 |        0.345
       0.168 |        0.252 |        0.420
       0.097 |        0.257 |        0.355
       0.219 |        0.261 |        0.480
       0.383 |        0.247 |        0.630
       0.184 |        0.252 |        0.436
       0.512 |        0.249 |        0.761
       0.074 |        0.268 |        0.342
       0.097 |        0.244 |        0.341
       0.117 |        0.248 |        0.365
       0.380 |        0.254 |        0.635
       0.757 |        0.270 |        1.026
       0.072 |        0.247 |        0.319
       0.001 |        0.261 |        0.263
       0.098 |        0.244 |        0.342
       0.162 |        0.252 |        0.414
       0.103 |        0.243 |        0.346
       0.461 |        0.250 |        0.710
       0.099 |        0.258 |        0.358
       0.138 |        0.247 |        0.385
       0.062 |        0.244 |        0.306
       0.096 |        0.254 |        0.350
       0.116 |        0.245 |        0.362
       0.351 |        0.261 |        0.612
       0.096 |        0.245 |        0.341
