  QueueTimes | ServiceTimes | SojournTimes

       0.219 |        0.455 |        0.674
       0.118 |        0.105 |        0.223
       0.179 |        0.079 |        0.258
       0.257 |        0.082 |        0.338
       0.240 |        0.082 |        0.322
       0.154 |        0.078 |        0.232
       0.296 |        0.079 |        0.374
       0.124 |        0.082 |        0.206
       0.040 |        0.073 |        0.114
       0.387 |        0.104 |        0.491
       0.039 |        0.072 |        0.111
       0.200 |        0.082 |        0.282
       0.158 |        0.079 |        0.237
       0.149 |        0.080 |        0.229
       0.071 |        0.120 |        0.190
       0.071 |        0.093 |        0.163
       0.071 |        0.083 |        0.154
       0.121 |        0.075 |        0.196
       0.144 |        0.113 |        0.257
       0.071 |        0.079 |        0.150
       0.071 |        0.091 |        0.162
       0.070 |        0.078 |        0.148
       0.070 |        0.092 |        0.162
       0.071 |        0.077 |        0.148
       0.073 |        0.095 |        0.168
       0.074 |        0.418 |        0.492
       0.071 |        0.081 |        0.152
       0.074 |        0.293 |        0.367
       0.082 |        0.119 |        0.201
       0.154 |        0.081 |        0.235
       0.189 |        0.115 |        0.305
       0.134 |        0.082 |        0.216
       0.072 |        0.084 |        0.156
       0.071 |        0.077 |        0.148
       0.110 |        0.092 |        0.201
       0.073 |        0.084 |        0.157
       0.072 |        0.120 |        0.192
       0.071 |        0.071 |        0.142
       0.072 |        0.115 |        0.186
       0.072 |        0.088 |        0.160
       0.084 |        0.110 |        0.194
       0.134 |        0.116 |        0.249
       0.155 |        0.080 |        0.235
       0.071 |        0.113 |        0.184
       0.070 |        0.082 |        0.152
       0.072 |        0.119 |        0.192
       0.069 |        0.084 |        0.153
       0.070 |        0.080 |        0.150
       0.071 |        0.083 |        0.153
       0.072 |        0.079 |        0.151
       0.115 |        0.076 |        0.190
       0.177 |        0.079 |        0.255
       0.122 |        0.083 |        0.205
       0.069 |        0.085 |        0.154
       0.071 |        0.093 |        0.164
       0.160 |        0.077 |        0.237
       0.238 |        0.449 |        0.687
       0.270 |        0.073 |        0.343
       0.070 |        0.079 |        0.148
       0.070 |        0.079 |        0.149
       0.075 |        0.113 |        0.188
       0.126 |        0.088 |        0.213
       0.074 |        0.079 |        0.153
       0.086 |        0.071 |        0.157
       0.070 |        0.113 |        0.183
       0.070 |        0.092 |        0.162
       0.069 |        0.113 |        0.182
       0.072 |        0.072 |        0.144
       0.072 |        0.086 |        0.157
       0.070 |        0.106 |        0.176
       0.071 |        0.102 |        0.173
       0.101 |        0.081 |        0.182
