  QueueTimes | ServiceTimes | SojournTimes

       0.007 |        0.084 |        0.090
       0.074 |        0.084 |        0.158
       0.109 |        0.068 |        0.177
       0.110 |        0.079 |        0.189
       0.083 |        0.120 |        0.202
       0.093 |        0.103 |        0.195
       0.076 |        0.079 |        0.155
       0.141 |        0.069 |        0.211
       0.071 |        0.068 |        0.139
       0.119 |        0.065 |        0.184
       0.074 |        0.075 |        0.149
       0.196 |        0.065 |        0.261
       0.111 |        0.083 |        0.194
       0.137 |        0.067 |        0.204
       0.071 |        0.064 |        0.135
       0.071 |        0.062 |        0.132
       0.055 |        0.055 |        0.110
       0.113 |        0.086 |        0.199
       0.072 |        0.070 |        0.142
       0.084 |        0.076 |        0.161
       0.038 |        0.071 |        0.108
       0.072 |        0.068 |        0.141
       0.165 |        0.094 |        0.259
       0.072 |        0.084 |        0.156
       0.071 |        0.067 |        0.139
       0.146 |        0.063 |        0.209
       0.070 |        0.067 |        0.137
       0.072 |        0.078 |        0.150
       0.163 |        0.127 |        0.290
       0.324 |        0.059 |        0.383
       0.253 |        0.245 |        0.499
       0.188 |        0.073 |        0.261
       0.268 |        0.061 |        0.329
       0.165 |        0.170 |        0.335
       0.139 |        0.059 |        0.198
       0.090 |        0.062 |        0.151
       0.071 |        0.075 |        0.147
       0.085 |        0.129 |        0.215
       0.146 |        0.066 |        0.213
       0.079 |        0.061 |        0.140
       0.076 |        0.072 |        0.148
       0.206 |        0.076 |        0.282
       0.075 |        0.070 |        0.145
       0.083 |        0.125 |        0.208
       0.070 |        0.082 |        0.153
       0.174 |        0.086 |        0.261
       0.072 |        0.095 |        0.167
       0.097 |        0.130 |        0.227
       0.129 |        0.089 |        0.218
       0.132 |        0.068 |        0.200
       0.211 |        0.067 |        0.278
       0.290 |        0.064 |        0.354
       0.155 |        0.073 |        0.227
       0.070 |        0.075 |        0.145
       0.071 |        0.074 |        0.145
       0.049 |        0.226 |        0.275
       0.098 |        0.144 |        0.241
       0.201 |        0.070 |        0.270
       0.104 |        0.089 |        0.193
       0.135 |        0.086 |        0.221
       0.073 |        0.069 |        0.143
       0.040 |        0.087 |        0.127
       0.084 |        0.120 |        0.204
       0.240 |        0.069 |        0.309
       0.167 |        0.079 |        0.246
       0.074 |        0.073 |        0.147
       0.072 |        0.087 |        0.159
       0.073 |        0.214 |        0.287
       0.232 |        0.073 |        0.305
       0.067 |        0.074 |        0.141
       0.075 |        0.067 |        0.141
       0.022 |        0.084 |        0.106
       0.083 |        0.066 |        0.149
       0.091 |        0.100 |        0.191
       0.259 |        0.086 |        0.346
       0.190 |        0.072 |        0.262
       0.077 |        0.077 |        0.154
       0.018 |        0.232 |        0.250
       0.072 |        0.095 |        0.167
       0.071 |        0.065 |        0.136
       0.008 |        0.073 |        0.081
       0.073 |        0.066 |        0.139
       0.151 |        0.057 |        0.208
       0.074 |        0.089 |        0.164
       0.086 |        0.103 |        0.189
       0.072 |        0.078 |        0.149
       0.075 |        0.086 |        0.161
       0.189 |        0.082 |        0.272
       0.183 |        0.069 |        0.251
       0.235 |        0.061 |        0.296
       0.082 |        0.066 |        0.149
       0.156 |        0.056 |        0.212
       0.078 |        0.387 |        0.465
       0.062 |        0.110 |        0.172
       0.168 |        0.211 |        0.379
       0.073 |        0.084 |        0.157
       0.179 |        0.065 |        0.244
       0.071 |        0.063 |        0.134
       0.163 |        0.086 |        0.249
       0.275 |        0.079 |        0.354
       0.186 |        0.077 |        0.263
       0.072 |        0.082 |        0.154
       0.071 |        0.068 |        0.139
       0.069 |        0.069 |        0.138
       0.167 |        0.066 |        0.234
       0.076 |        0.074 |        0.149
       0.060 |        0.064 |        0.124
       0.069 |        0.057 |        0.126
       0.025 |        0.092 |        0.116
       0.089 |        0.080 |        0.169
       0.071 |        0.066 |        0.137
       0.071 |        0.067 |        0.138
       0.075 |        0.089 |        0.164
       0.084 |        0.113 |        0.197
       0.173 |        0.178 |        0.351
       0.075 |        0.082 |        0.157
       0.073 |        0.083 |        0.156
       0.074 |        0.067 |        0.141
       0.071 |        0.081 |        0.152
       0.164 |        0.068 |        0.232
       0.070 |        0.062 |        0.132
       0.088 |        0.153 |        0.242
       0.074 |        0.065 |        0.139
       0.077 |        0.095 |        0.172
       0.129 |        0.086 |        0.216
       0.248 |        0.064 |        0.312
       0.071 |        0.098 |        0.169
       0.073 |        0.067 |        0.141
       0.182 |        0.092 |        0.274
       0.072 |        0.234 |        0.305
       0.216 |        0.061 |        0.277
       0.115 |        0.063 |        0.178
       0.167 |        0.056 |        0.223
       0.193 |        0.055 |        0.248
       0.099 |        0.076 |        0.174
       0.071 |        0.087 |        0.157
       0.101 |        0.080 |        0.182
       0.072 |        0.061 |        0.133
       0.090 |        0.099 |        0.190
       0.131 |        0.060 |        0.190
       0.210 |        0.059 |        0.269
       0.073 |        0.061 |        0.134
       0.161 |        0.093 |        0.254
       0.072 |        0.094 |        0.166
       0.078 |        0.058 |        0.136
       0.075 |        0.083 |        0.158
       0.072 |        0.063 |        0.135
       0.070 |        0.060 |        0.131
       0.070 |        0.065 |        0.135
       0.070 |        0.064 |        0.134
       0.073 |        0.212 |        0.284
       0.072 |        0.091 |        0.163
       0.074 |        0.066 |        0.140
       0.038 |        0.060 |        0.098
       0.008 |        0.077 |        0.084
       0.084 |        0.069 |        0.153
       0.142 |        0.164 |        0.306
       0.169 |        0.055 |        0.225
       0.225 |        0.054 |        0.279
       0.323 |        0.080 |        0.404
       0.075 |        0.075 |        0.149
       0.133 |        0.079 |        0.212
       0.127 |        0.100 |        0.226
       0.026 |        0.066 |        0.093
       0.073 |        0.084 |        0.158
       0.100 |        0.073 |        0.174
       0.071 |        0.063 |        0.134
       0.079 |        0.072 |        0.151
       0.073 |        0.066 |        0.139
       0.119 |        0.059 |        0.178
       0.061 |        1.604 |        1.664
       1.113 |        0.063 |        1.175
       1.046 |        0.060 |        1.106
       0.402 |        0.065 |        0.467
       0.077 |        0.120 |        0.197
       0.264 |        0.075 |        0.340
       0.219 |        0.083 |        0.303
       0.101 |        0.072 |        0.173
       0.093 |        0.089 |        0.183
       0.033 |        0.067 |        0.100
       0.072 |        0.224 |        0.296
       0.072 |        0.102 |        0.174
       0.111 |        0.082 |        0.192
       0.086 |        0.117 |        0.204
       0.099 |        0.101 |        0.200
       0.246 |        0.085 |        0.331
       0.082 |        0.141 |        0.223
       0.078 |        0.074 |        0.152
       0.181 |        0.098 |        0.278
       0.084 |        0.099 |        0.183
       0.200 |        0.063 |        0.263
       0.269 |        0.091 |        0.359
       0.075 |        0.081 |        0.156
       0.158 |        0.061 |        0.220
       0.169 |        0.058 |        0.227
       0.071 |        0.072 |        0.143
       0.073 |        0.090 |        0.163
       0.086 |        0.133 |        0.219
       0.159 |        0.065 |        0.223
       0.190 |        0.084 |        0.274
       0.074 |        0.068 |        0.142
       0.170 |        0.068 |        0.239
       0.269 |        0.084 |        0.353
       0.043 |        0.076 |        0.119
       0.102 |        0.209 |        0.311
       0.078 |        0.090 |        0.168
       0.044 |        0.079 |        0.123
       0.073 |        0.090 |        0.163
       0.087 |        0.207 |        0.295
       0.239 |        0.074 |        0.313
       0.264 |        0.064 |        0.328
       0.090 |        0.124 |        0.215
       0.270 |        0.066 |        0.335
       0.248 |        0.097 |        0.345
       0.131 |        0.072 |        0.202
       0.218 |        0.080 |        0.298
       0.124 |        0.072 |        0.196
       0.084 |        0.103 |        0.187
       0.115 |        0.109 |        0.225
       0.058 |        0.074 |        0.132
       0.095 |        0.061 |        0.156
       0.064 |        0.101 |        0.165
       0.149 |        0.058 |        0.207
       0.071 |        0.061 |        0.133
       0.029 |        0.083 |        0.111
       0.149 |        0.058 |        0.207
       0.158 |        0.060 |        0.217
       0.071 |        0.063 |        0.134
