  QueueTimes | ServiceTimes | SojournTimes

       0.134 |        0.078 |        0.212
       0.070 |        0.075 |        0.146
       0.096 |        0.062 |        0.159
       0.097 |        0.082 |        0.179
       0.070 |        0.084 |        0.154
       0.069 |        0.067 |        0.136
       0.074 |        0.076 |        0.150
       0.138 |        0.077 |        0.214
       0.070 |        0.068 |        0.138
       0.117 |        0.063 |        0.179
       0.073 |        0.080 |        0.153
       0.207 |        0.065 |        0.272
       0.121 |        0.090 |        0.210
       0.154 |        0.071 |        0.226
       0.072 |        0.068 |        0.140
       0.073 |        0.065 |        0.138
       0.062 |        0.056 |        0.118
       0.121 |        0.078 |        0.199
       0.081 |        0.119 |        0.200
       0.177 |        0.079 |        0.257
       0.141 |        0.079 |        0.220
       0.074 |        0.079 |        0.153
       0.014 |        0.124 |        0.138
       0.084 |        0.121 |        0.205
       0.072 |        0.070 |        0.142
       0.142 |        0.062 |        0.204
       0.071 |        0.066 |        0.137
       0.069 |        0.079 |        0.149
       0.147 |        0.086 |        0.234
       0.237 |        0.057 |        0.295
       0.165 |        0.231 |        0.396
       0.061 |        0.068 |        0.130
       0.134 |        0.061 |        0.195
       0.072 |        0.169 |        0.241
       0.045 |        0.058 |        0.103
       0.070 |        0.061 |        0.131
       0.071 |        0.070 |        0.140
       0.036 |        0.120 |        0.156
       0.086 |        0.062 |        0.148
       0.010 |        0.058 |        0.068
       0.074 |        0.068 |        0.143
       0.192 |        0.073 |        0.266
       0.075 |        0.066 |        0.141
       0.075 |        0.088 |        0.162
       0.065 |        0.080 |        0.145
       0.169 |        0.091 |        0.260
       0.071 |        0.089 |        0.160
       0.073 |        0.091 |        0.164
       0.035 |        0.098 |        0.133
       0.038 |        0.059 |        0.097
       0.103 |        0.061 |        0.164
       0.169 |        0.057 |        0.226
       0.071 |        0.063 |        0.134
       0.072 |        0.062 |        0.134
       0.068 |        0.067 |        0.135
       0.033 |        0.227 |        0.261
       0.075 |        0.098 |        0.173
       0.101 |        0.069 |        0.170
       0.072 |        0.086 |        0.158
       0.101 |        0.095 |        0.196
       0.069 |        0.063 |        0.132
       0.068 |        0.088 |        0.156
       0.069 |        0.081 |        0.149
       0.156 |        0.065 |        0.221
       0.080 |        0.075 |        0.155
       0.069 |        0.065 |        0.135
       0.071 |        0.078 |        0.149
       0.069 |        0.167 |        0.236
       0.179 |        0.067 |        0.246
       0.009 |        0.071 |        0.080
       0.073 |        0.064 |        0.137
       0.017 |        0.076 |        0.094
       0.069 |        0.064 |        0.133
       0.070 |        0.063 |        0.134
       0.171 |        0.072 |        0.243
       0.087 |        0.067 |        0.153
       0.083 |        0.126 |        0.208
       0.120 |        0.241 |        0.361
       0.090 |        0.141 |        0.231
       0.129 |        0.070 |        0.199
       0.071 |        0.082 |        0.153
       0.075 |        0.071 |        0.147
       0.161 |        0.059 |        0.220
       0.083 |        0.143 |        0.227
       0.072 |        0.069 |        0.142
       0.074 |        0.068 |        0.142
       0.071 |        0.084 |        0.155
       0.187 |        0.082 |        0.269
       0.180 |        0.072 |        0.252
       0.233 |        0.059 |        0.292
       0.081 |        0.098 |        0.179
       0.216 |        0.058 |        0.274
       0.080 |        0.372 |        0.451
       0.057 |        0.091 |        0.148
       0.144 |        0.209 |        0.353
