  QueueTimes | ServiceTimes | SojournTimes

       0.686 |        0.267 |        0.953
       0.963 |        0.287 |        1.250
       1.294 |        0.266 |        1.560
       0.072 |        0.275 |        0.346
       0.078 |        0.292 |        0.369
       0.089 |        0.327 |        0.415
       0.081 |        0.314 |        0.395
       0.073 |        0.287 |        0.360
       0.518 |        0.273 |        0.791
       0.933 |        0.286 |        1.218
       1.117 |        0.271 |        1.388
       1.244 |        0.270 |        1.514
       0.083 |        0.309 |        0.392
       0.159 |        0.277 |        0.436
       0.086 |        0.290 |        0.376
       0.084 |        0.331 |        0.416
       0.423 |        0.260 |        0.683
       0.072 |        0.268 |        0.340
       0.042 |        0.255 |        0.297
       0.075 |        0.269 |        0.344
       0.421 |        0.262 |        0.683
       0.257 |        0.256 |        0.513
       0.082 |        0.305 |        0.387
       0.463 |        0.284 |        0.746
       0.163 |        0.271 |        0.434
       0.319 |        0.280 |        0.599
       0.145 |        0.269 |        0.414
       0.366 |        0.271 |        0.637
       0.077 |        0.285 |        0.362
       0.086 |        0.355 |        0.441
       0.083 |        0.324 |        0.407
       0.257 |        0.284 |        0.540
       0.376 |        0.272 |        0.648
       0.074 |        0.278 |        0.352
       0.110 |        0.261 |        0.371
       0.075 |        0.273 |        0.348
       0.391 |        0.271 |        0.662
       0.072 |        0.269 |        0.340
       0.344 |        0.258 |        0.602
       0.348 |        0.261 |        0.609
       0.112 |        0.303 |        0.415
       0.075 |        0.298 |        0.373
       0.458 |        0.300 |        0.758
       0.523 |        0.266 |        0.789
       0.466 |        0.290 |        0.756
       0.072 |        0.282 |        0.354
       0.331 |        0.276 |        0.607
       0.283 |        0.265 |        0.547
       0.225 |        0.253 |        0.478
       0.072 |        0.265 |        0.338
       0.056 |        0.321 |        0.377
       0.075 |        0.306 |        0.380
       0.135 |        0.273 |        0.408
       0.050 |        0.272 |        0.322
       0.440 |        0.275 |        0.715
       0.073 |        0.292 |        0.364
       0.337 |        0.282 |        0.619
       0.521 |        0.296 |        0.817
       0.139 |        0.270 |        0.409
       0.010 |        0.313 |        0.324
       0.106 |        0.272 |        0.378
       0.032 |        0.277 |        0.309
       0.075 |        0.280 |        0.355
       0.223 |        0.293 |        0.516
       0.424 |        0.268 |        0.692
       0.250 |        0.273 |        0.522
       0.615 |        0.266 |        0.881
       0.073 |        0.291 |        0.364
       0.094 |        0.307 |        0.401
       0.218 |        0.276 |        0.494
       0.507 |        0.263 |        0.770
       0.892 |        0.269 |        1.161
       0.111 |        0.262 |        0.373
       0.055 |        0.271 |        0.326
       0.072 |        0.257 |        0.329
       0.147 |        0.266 |        0.413
       0.071 |        0.256 |        0.327
       0.441 |        0.260 |        0.701
       0.106 |        0.317 |        0.423
       0.238 |        0.266 |        0.504
       0.181 |        0.263 |        0.444
       0.072 |        0.267 |        0.339
       0.071 |        0.263 |        0.334
       0.323 |        0.276 |        0.599
       0.069 |        0.262 |        0.331
       0.073 |        0.275 |        0.348
       0.325 |        0.259 |        0.584
       0.685 |        0.270 |        0.955
       0.095 |        0.344 |        0.438
       0.072 |        0.290 |        0.362
       0.073 |        0.271 |        0.344
       0.076 |        0.281 |        0.357
       0.372 |        0.270 |        0.641
       0.329 |        0.274 |        0.603
       0.675 |        0.280 |        0.955
       0.716 |        0.277 |        0.993
       0.310 |        0.279 |        0.590
       0.076 |        0.283 |        0.359
       0.075 |        0.266 |        0.341
       0.273 |        0.285 |        0.558
       0.139 |        0.268 |        0.407
       0.070 |        0.281 |        0.350
       0.062 |        0.384 |        0.446
       0.175 |        0.352 |        0.527
       0.076 |        0.296 |        0.372
       0.073 |        0.286 |        0.359
       0.392 |        0.278 |        0.670
       0.083 |        0.318 |        0.401
       0.416 |        0.265 |        0.681
