  QueueTimes | ServiceTimes | SojournTimes

       0.145 |        0.875 |        1.019
       0.111 |        0.571 |        0.682
       0.129 |        0.592 |        0.721
       0.084 |        0.502 |        0.586
       0.136 |        0.710 |        0.846
       0.137 |        0.849 |        0.985
       0.126 |        0.628 |        0.754
       0.136 |        0.717 |        0.853
       0.376 |        0.530 |        0.907
       0.127 |        0.530 |        0.657
       0.130 |        0.561 |        0.692
       0.123 |        0.540 |        0.663
       0.652 |        0.497 |        1.149
       0.807 |        0.497 |        1.304
       1.096 |        0.491 |        1.587
       0.132 |        0.527 |        0.659
       0.132 |        0.622 |        0.754
       0.137 |        0.764 |        0.901
       0.167 |        0.547 |        0.714
       0.468 |        0.502 |        0.971
       0.105 |        0.605 |        0.710
       0.125 |        0.553 |        0.678
       0.137 |        0.687 |        0.823
       0.125 |        0.570 |        0.695
       0.150 |        0.881 |        1.030
       0.164 |        0.575 |        0.738
       0.136 |        0.697 |        0.833
       0.844 |        0.516 |        1.359
       1.186 |        0.495 |        1.680
       0.126 |        0.540 |        0.666
       0.136 |        0.645 |        0.781
       0.134 |        0.700 |        0.834
       0.182 |        0.564 |        0.746
       0.148 |        0.765 |        0.913
       0.769 |        0.570 |        1.339
       0.127 |        0.526 |        0.652
       0.135 |        0.595 |        0.730
       0.125 |        0.505 |        0.629
       0.494 |        0.501 |        0.995
       0.400 |        0.496 |        0.896
       0.134 |        0.560 |        0.694
       0.127 |        0.615 |        0.742
       0.123 |        0.569 |        0.693
       0.253 |        0.564 |        0.817
       0.667 |        0.522 |        1.189
       0.609 |        0.494 |        1.103
       1.026 |        0.499 |        1.525
       0.720 |        0.491 |        1.211
       1.269 |        0.502 |        1.772
       0.138 |        0.572 |        0.710
       0.782 |        0.510 |        1.292
       1.129 |        0.499 |        1.629
       1.440 |        0.499 |        1.938
       0.126 |        0.507 |        0.632
       0.129 |        0.551 |        0.679
       0.275 |        0.496 |        0.771
       0.151 |        0.915 |        1.066
       0.159 |        0.733 |        0.892
       0.941 |        0.516 |        1.458
       0.126 |        0.512 |        0.638
       0.030 |        0.514 |        0.544
       0.123 |        0.504 |        0.627
       0.124 |        0.526 |        0.650
       0.146 |        0.834 |        0.979
       0.124 |        1.016 |        1.140
       1.222 |        0.619 |        1.841
       0.317 |        0.511 |        0.828
       0.128 |        0.535 |        0.663
       0.123 |        0.527 |        0.650
       0.142 |        0.867 |        1.009
       0.140 |        0.916 |        1.055
       0.129 |        0.576 |        0.705
       0.126 |        0.526 |        0.652
       0.127 |        0.518 |        0.645
       0.256 |        0.497 |        0.753
       0.455 |        0.499 |        0.954
       0.195 |        0.492 |        0.687
       0.126 |        0.511 |        0.637
       0.125 |        0.508 |        0.633
       0.153 |        0.504 |        0.656
       0.122 |        0.510 |        0.632
