  QueueTimes | ServiceTimes | SojournTimes

       0.156 |        0.081 |        0.237
       0.070 |        0.081 |        0.151
       0.097 |        0.063 |        0.160
       0.068 |        0.112 |        0.180
       0.073 |        0.087 |        0.160
       0.074 |        0.072 |        0.146
       0.074 |        0.085 |        0.159
       0.155 |        0.070 |        0.225
       0.071 |        0.069 |        0.141
       0.120 |        0.064 |        0.184
       0.074 |        0.078 |        0.152
       0.199 |        0.065 |        0.264
       0.114 |        0.092 |        0.206
       0.149 |        0.067 |        0.217
       0.068 |        0.067 |        0.135
       0.084 |        0.104 |        0.187
       0.140 |        0.056 |        0.196
       0.200 |        0.097 |        0.297
       0.081 |        0.075 |        0.156
       0.099 |        0.081 |        0.180
       0.057 |        0.071 |        0.128
       0.072 |        0.068 |        0.140
       0.163 |        0.095 |        0.259
       0.069 |        0.082 |        0.151
       0.069 |        0.064 |        0.133
       0.133 |        0.060 |        0.193
       0.068 |        0.063 |        0.131
       0.069 |        0.074 |        0.144
       0.140 |        0.084 |        0.224
       0.227 |        0.056 |        0.283
       0.153 |        0.214 |        0.367
       0.031 |        0.076 |        0.107
       0.111 |        0.056 |        0.167
       0.071 |        0.161 |        0.232
       0.035 |        0.056 |        0.091
       0.072 |        0.062 |        0.134
       0.069 |        0.067 |        0.136
       0.072 |        0.091 |        0.163
       0.061 |        0.058 |        0.118
       0.149 |        0.068 |        0.217
       0.070 |        0.066 |        0.136
       0.186 |        0.077 |        0.263
       0.071 |        0.064 |        0.135
       0.073 |        0.091 |        0.164
       0.080 |        0.071 |        0.151
       0.171 |        0.086 |        0.257
       0.071 |        0.096 |        0.168
       0.075 |        0.091 |        0.166
       0.036 |        0.080 |        0.116
       0.022 |        0.060 |        0.082
       0.087 |        0.060 |        0.147
       0.152 |        0.056 |        0.208
       0.071 |        0.064 |        0.135
       0.069 |        0.060 |        0.129
       0.068 |        0.066 |        0.133
       0.034 |        0.235 |        0.269
       0.072 |        0.089 |        0.161
       0.087 |        0.079 |        0.167
       0.070 |        0.085 |        0.155
       0.093 |        0.083 |        0.176
       0.068 |        0.061 |        0.129
       0.069 |        0.079 |        0.148
       0.084 |        0.119 |        0.203
       0.241 |        0.074 |        0.315
       0.174 |        0.083 |        0.257
       0.072 |        0.069 |        0.141
       0.072 |        0.080 |        0.151
