  QueueTimes | ServiceTimes | SojournTimes

       0.118 |        0.081 |        0.199
       0.236 |        0.089 |        0.326
       0.275 |        0.104 |        0.379
       0.261 |        0.116 |        0.377
       0.251 |        0.091 |        0.342
       0.264 |        0.095 |        0.359
       0.175 |        0.086 |        0.261
       0.146 |        0.597 |        0.742
       0.099 |        0.076 |        0.175
       0.434 |        0.195 |        0.629
       0.158 |        0.075 |        0.232
       0.056 |        0.080 |        0.136
       0.393 |        0.074 |        0.467
       0.179 |        0.108 |        0.288
       0.070 |        0.082 |        0.152
       0.136 |        0.172 |        0.308
       0.018 |        0.073 |        0.091
       0.128 |        0.097 |        0.225
       0.263 |        0.071 |        0.334
       0.072 |        0.086 |        0.158
       0.095 |        0.136 |        0.231
       0.072 |        0.101 |        0.173
       0.076 |        0.087 |        0.163
       0.083 |        0.130 |        0.213
       0.078 |        0.087 |        0.164
       0.077 |        0.098 |        0.175
       0.073 |        0.134 |        0.207
       0.150 |        0.128 |        0.278
       0.099 |        0.087 |        0.186
       0.149 |        0.124 |        0.274
       0.249 |        0.217 |        0.466
       0.224 |        0.126 |        0.350
       0.090 |        0.118 |        0.209
       0.083 |        0.123 |        0.206
       0.077 |        0.134 |        0.211
       0.077 |        0.085 |        0.161
       0.076 |        0.712 |        0.788
       0.078 |        0.132 |        0.210
       0.078 |        0.200 |        0.278
       0.080 |        0.210 |        0.291
       0.186 |        0.174 |        0.360
       0.278 |        0.143 |        0.422
       0.357 |        0.104 |        0.461
       0.099 |        0.135 |        0.235
       0.063 |        0.137 |        0.200
       0.080 |        0.119 |        0.199
       0.077 |        0.128 |        0.205
       0.085 |        0.132 |        0.217
       0.077 |        0.127 |        0.204
       0.005 |        0.084 |        0.088
       0.074 |        0.204 |        0.278
       0.166 |        0.145 |        0.311
       0.181 |        0.087 |        0.268
       0.343 |        0.134 |        0.477
       0.126 |        0.123 |        0.248
       0.120 |        0.135 |        0.256
       0.170 |        0.087 |        0.257
       0.283 |        0.130 |        0.413
       0.081 |        0.126 |        0.207
       0.089 |        0.096 |        0.185
       0.073 |        0.133 |        0.206
       0.080 |        0.169 |        0.248
       0.073 |        0.081 |        0.154
       0.082 |        0.173 |        0.255
       0.205 |        0.103 |        0.308
       0.052 |        0.136 |        0.188
       0.165 |        0.091 |        0.256
       0.074 |        0.085 |        0.160
       0.077 |        0.100 |        0.178
       0.090 |        0.123 |        0.213
       0.074 |        0.088 |        0.161
       0.073 |        0.097 |        0.170
       0.125 |        0.083 |        0.208
       0.163 |        0.095 |        0.258
       0.071 |        0.080 |        0.151
       0.072 |        0.087 |        0.158
       0.078 |        0.090 |        0.168
       0.085 |        0.107 |        0.192
       0.078 |        0.130 |        0.208
       0.075 |        0.095 |        0.169
       0.073 |        0.083 |        0.156
       0.155 |        0.102 |        0.258
       0.167 |        0.175 |        0.342
       0.077 |        0.095 |        0.172
       0.147 |        0.090 |        0.237
       0.075 |        0.212 |        0.287
       0.129 |        0.083 |        0.212
       0.073 |        0.086 |        0.159
       0.083 |        0.171 |        0.255
       0.074 |        0.080 |        0.153
       0.071 |        0.087 |        0.157
       0.073 |        0.082 |        0.155
       0.074 |        0.099 |        0.173
       0.075 |        0.095 |        0.170
       0.081 |        0.126 |        0.207
       0.079 |        0.089 |        0.168
       0.085 |        0.117 |        0.203
       0.114 |        0.096 |        0.210
       0.177 |        0.086 |        0.263
       0.075 |        0.174 |        0.249
       0.074 |        0.131 |        0.204
       0.100 |        0.079 |        0.180
       0.095 |        0.089 |        0.185
       0.074 |        0.099 |        0.173
       0.073 |        0.099 |        0.171
       0.131 |        0.089 |        0.219
       0.072 |        0.084 |        0.156
       0.073 |        0.117 |        0.190
       0.073 |        0.083 |        0.156
       0.100 |        0.084 |        0.184
       0.070 |        0.074 |        0.144
       0.082 |        0.125 |        0.207
       0.085 |        0.136 |        0.221
       0.077 |        0.207 |        0.284
       0.073 |        0.083 |        0.156
       0.080 |        0.102 |        0.182
       0.064 |        0.139 |        0.203
       0.087 |        0.089 |        0.176
       0.073 |        0.097 |        0.171
       0.076 |        0.087 |        0.162
       0.084 |        0.136 |        0.220
       0.077 |        0.082 |        0.159
       0.080 |        0.130 |        0.210
       0.084 |        0.117 |        0.201
       0.086 |        0.133 |        0.219
       0.075 |        0.107 |        0.181
       0.187 |        0.201 |        0.388
       0.261 |        0.104 |        0.365
       0.078 |        0.705 |        0.783
       0.436 |        0.076 |        0.512
       0.190 |        0.132 |        0.322
       0.478 |        0.129 |        0.607
       0.507 |        0.083 |        0.590
       0.164 |        0.125 |        0.289
       0.207 |        0.689 |        0.896
       0.259 |        0.678 |        0.937
       0.135 |        0.136 |        0.271
       0.142 |        0.127 |        0.269
       0.142 |        0.195 |        0.338
       0.101 |        0.096 |        0.197
       0.083 |        0.084 |        0.167
       0.172 |        0.079 |        0.251
       0.107 |        0.087 |        0.194
       0.114 |        0.138 |        0.251
       0.279 |        0.090 |        0.369
       0.085 |        0.131 |        0.216
       0.028 |        0.113 |        0.141
       0.076 |        0.200 |        0.276
       0.079 |        0.096 |        0.175
       0.046 |        0.128 |        0.173
       0.075 |        0.103 |        0.178
       0.084 |        0.136 |        0.219
       0.088 |        0.225 |        0.313
       0.054 |        0.128 |        0.183
       0.101 |        0.097 |        0.198
       0.074 |        0.094 |        0.167
       0.182 |        0.138 |        0.320
       0.073 |        0.091 |        0.164
       0.077 |        0.191 |        0.268
       0.025 |        0.087 |        0.112
       0.070 |        0.079 |        0.149
       0.079 |        0.090 |        0.170
       0.077 |        0.111 |        0.188
       0.075 |        0.100 |        0.175
       0.116 |        0.091 |        0.207
       0.041 |        0.134 |        0.175
       0.074 |        0.089 |        0.163
       0.077 |        0.088 |        0.165
       0.111 |        0.114 |        0.225
       0.154 |        0.097 |        0.251
       0.073 |        0.084 |        0.157
       0.123 |        0.084 |        0.207
       0.074 |        0.086 |        0.160
       0.073 |        0.096 |        0.168
       0.078 |        0.099 |        0.176
       0.072 |        0.091 |        0.163
       0.072 |        0.166 |        0.237
       0.071 |        0.176 |        0.247
       0.133 |        0.089 |        0.222
       0.072 |        0.106 |        0.178
       0.074 |        0.620 |        0.694
       0.073 |        0.096 |        0.169
       0.073 |        0.083 |        0.156
       0.072 |        0.079 |        0.150
       0.074 |        0.085 |        0.159
       0.074 |        0.091 |        0.165
       0.075 |        0.153 |        0.228
       0.074 |        0.087 |        0.161
       0.082 |        0.125 |        0.207
       0.077 |        0.087 |        0.164
       0.079 |        0.167 |        0.246
       0.078 |        0.121 |        0.199
       0.127 |        0.083 |        0.210
       0.181 |        0.097 |        0.278
       0.222 |        0.117 |        0.340
       0.154 |        0.067 |        0.221
       0.268 |        0.087 |        0.355
       0.173 |        0.086 |        0.260
       0.102 |        0.083 |        0.185
       0.144 |        0.085 |        0.229
       0.074 |        0.085 |        0.159
       0.075 |        0.087 |        0.162
       0.082 |        0.200 |        0.282
       0.162 |        0.082 |        0.244
       0.213 |        0.078 |        0.291
       0.301 |        0.119 |        0.420
       0.391 |        0.089 |        0.480
       0.071 |        0.132 |        0.204
       0.116 |        0.084 |        0.200
       0.072 |        0.086 |        0.158
       0.083 |        0.208 |        0.291
       0.115 |        0.089 |        0.203
       0.069 |        0.122 |        0.191
       0.076 |        0.104 |        0.180
       0.040 |        0.124 |        0.164
       0.077 |        0.113 |        0.190
       0.079 |        0.089 |        0.168
       0.155 |        0.079 |        0.234
       0.104 |        0.083 |        0.187
       0.437 |        0.141 |        0.579
       0.075 |        0.084 |        0.160
       0.033 |        0.752 |        0.785
       0.081 |        0.137 |        0.218
       0.116 |        0.079 |        0.195
       0.090 |        0.131 |        0.221
       0.080 |        0.195 |        0.274
       0.293 |        0.078 |        0.371
       0.072 |        0.079 |        0.151
       0.075 |        0.090 |        0.165
       0.073 |        0.160 |        0.234
       0.074 |        0.172 |        0.246
       0.073 |        0.094 |        0.167
       0.076 |        0.123 |        0.199
       0.076 |        0.093 |        0.170
       0.120 |        0.090 |        0.210
       0.080 |        0.097 |        0.177
       0.079 |        0.133 |        0.212
       0.146 |        0.088 |        0.234
       0.181 |        0.119 |        0.301
       0.130 |        0.083 |        0.214
       0.072 |        0.087 |        0.159
