  QueueTimes | ServiceTimes | SojournTimes

       0.124 |        0.527 |        0.651
       0.276 |        0.510 |        0.786
       0.173 |        0.700 |        0.873
       0.141 |        0.886 |        1.028
       0.139 |        0.867 |        1.006
       0.123 |        0.673 |        0.796
       0.125 |        0.644 |        0.768
       0.123 |        0.550 |        0.673
       0.129 |        0.551 |        0.679
       0.130 |        0.751 |        0.881
       1.013 |        0.653 |        1.666
       1.591 |        0.530 |        2.121
       1.318 |        0.516 |        1.834
       0.155 |        0.626 |        0.781
       0.124 |        0.535 |        0.660
       0.122 |        0.519 |        0.641
       0.180 |        0.511 |        0.691
       0.122 |        0.525 |        0.647
       0.125 |        0.543 |        0.668
       0.180 |        0.516 |        0.695
       0.341 |        0.499 |        0.840
       0.151 |        0.944 |        1.095
       0.024 |        0.586 |        0.610
       0.124 |        0.519 |        0.643
       0.131 |        0.540 |        0.671
       0.123 |        0.520 |        0.643
       0.125 |        0.545 |        0.670
       0.488 |        0.508 |        0.996
       0.333 |        0.494 |        0.828
       0.249 |        0.499 |        0.749
       0.462 |        0.535 |        0.998
       0.124 |        0.581 |        0.705
       0.131 |        0.654 |        0.785
       0.136 |        0.598 |        0.734
       0.126 |        0.528 |        0.653
       0.135 |        0.642 |        0.777
       0.040 |        0.506 |        0.546
       0.126 |        0.524 |        0.651
       0.121 |        0.516 |        0.638
       0.473 |        0.530 |        1.003
       0.125 |        0.589 |        0.714
       0.126 |        0.612 |        0.738
       0.575 |        0.512 |        1.088
       0.138 |        0.744 |        0.881
       0.141 |        0.763 |        0.904
       0.892 |        0.615 |        1.507
       0.950 |        0.504 |        1.455
       0.588 |        0.502 |        1.090
       0.849 |        0.494 |        1.343
       0.141 |        0.620 |        0.762
       0.569 |        0.529 |        1.098
       0.134 |        0.558 |        0.692
       0.753 |        0.497 |        1.250
       0.725 |        0.491 |        1.216
       0.124 |        0.504 |        0.627
       0.532 |        0.500 |        1.032
       0.124 |        0.513 |        0.638
       0.130 |        0.710 |        0.840
       0.131 |        0.728 |        0.859
       0.015 |        0.547 |        0.563
       0.061 |        0.499 |        0.560
       0.150 |        0.952 |        1.102
       0.131 |        0.752 |        0.883
       0.135 |        0.752 |        0.887
       0.952 |        0.534 |        1.486
       0.125 |        0.527 |        0.651
       0.137 |        0.658 |        0.794
       0.127 |        0.563 |        0.690
       0.553 |        0.516 |        1.070
       0.122 |        0.545 |        0.666
       0.139 |        0.692 |        0.831
       0.132 |        0.813 |        0.945
       0.127 |        0.680 |        0.807
       0.137 |        0.720 |        0.857
       0.129 |        0.591 |        0.720
       0.147 |        0.890 |        1.037
       0.127 |        0.686 |        0.813
       0.124 |        0.593 |        0.717
       0.340 |        0.509 |        0.849
       0.129 |        0.612 |        0.740
       0.125 |        0.564 |        0.689
       0.190 |        0.492 |        0.682
       0.134 |        0.599 |        0.732
       0.790 |        0.508 |        1.298
       0.617 |        0.497 |        1.115
       0.854 |        0.524 |        1.378
       0.124 |        0.565 |        0.689
       0.121 |        0.527 |        0.648
       0.523 |        0.508 |        1.031
       0.128 |        0.542 |        0.670
       0.168 |        0.515 |        0.683
       0.358 |        0.509 |        0.867
       0.828 |        0.498 |        1.326
       0.138 |        0.593 |        0.731
       0.132 |        0.574 |        0.706
       0.122 |        0.544 |        0.666
       0.136 |        0.583 |        0.719
       0.194 |        0.507 |        0.701
       0.124 |        0.531 |        0.655
       0.127 |        0.539 |        0.666
       0.123 |        0.545 |        0.667
       0.158 |        0.593 |        0.750
       0.145 |        0.988 |        1.133
       1.188 |        0.612 |        1.800
       1.350 |        0.522 |        1.872
       0.139 |        0.661 |        0.799
       0.133 |        0.637 |        0.770
       0.131 |        0.616 |        0.747
       0.403 |        0.515 |        0.918
       0.136 |        0.802 |        0.938
       0.123 |        0.583 |        0.705
       0.135 |        0.515 |        0.650
       0.124 |        0.530 |        0.654
       0.336 |        0.505 |        0.841
       0.863 |        0.512 |        1.375
       0.068 |        0.503 |        0.571
       0.411 |        0.502 |        0.912
       0.830 |        0.527 |        1.357
       0.130 |        0.585 |        0.714
       0.148 |        1.033 |        1.180
       0.137 |        0.793 |        0.930
       0.136 |        0.816 |        0.952
       0.128 |        0.640 |        0.768
       0.122 |        0.635 |        0.757
       0.142 |        0.956 |        1.098
       0.141 |        0.885 |        1.026
       0.882 |        0.545 |        1.428
       0.455 |        0.499 |        0.954
       0.152 |        0.740 |        0.892
       0.149 |        1.041 |        1.190
       0.129 |        0.727 |        0.856
       0.721 |        0.546 |        1.267
       0.304 |        0.497 |        0.802
       0.125 |        0.528 |        0.653
       0.150 |        0.502 |        0.652
       0.161 |        1.026 |        1.187
       1.215 |        0.570 |        1.785
       0.167 |        1.188 |        1.354
       0.216 |        0.962 |        1.178
       0.123 |        0.592 |        0.716
       0.031 |        0.513 |        0.544
       0.128 |        0.545 |        0.673
       0.121 |        0.508 |        0.629
       0.121 |        0.507 |        0.627
       0.124 |        0.558 |        0.682
       0.152 |        0.602 |        0.753
       0.125 |        0.698 |        0.823
       0.129 |        0.682 |        0.811
       0.138 |        0.878 |        1.016
       0.125 |        0.627 |        0.753
       0.128 |        0.701 |        0.830
       0.135 |        0.730 |        0.865
       0.688 |        0.530 |        1.218
       0.126 |        0.536 |        0.662
       0.122 |        0.546 |        0.668
       0.690 |        0.506 |        1.196
       0.122 |        0.515 |        0.638
       0.121 |        0.511 |        0.632
       0.125 |        0.519 |        0.644
       0.608 |        0.508 |        1.116
       0.145 |        0.939 |        1.084
       0.123 |        0.627 |        0.750
       0.554 |        0.517 |        1.071
       0.822 |        0.504 |        1.326
       0.123 |        0.536 |        0.659
       0.628 |        0.527 |        1.155
       0.125 |        0.573 |        0.698
       0.033 |        0.526 |        0.559
       0.154 |        0.681 |        0.836
       0.125 |        0.691 |        0.816
       0.122 |        0.703 |        0.824
       0.071 |        0.549 |        0.619
       0.156 |        0.997 |        1.153
       0.122 |        0.678 |        0.800
       0.145 |        0.822 |        0.966
       0.163 |        0.608 |        0.770
       0.129 |        0.643 |        0.773
       0.125 |        0.520 |        0.645
       0.308 |        0.498 |        0.806
       0.128 |        0.543 |        0.671
       0.127 |        0.546 |        0.673
       0.137 |        0.742 |        0.878
       0.025 |        0.578 |        0.604
       0.162 |        1.067 |        1.229
       1.405 |        0.704 |        2.110
       1.240 |        0.538 |        1.778
       0.882 |        0.503 |        1.385
       0.117 |        0.514 |        0.631
       0.135 |        0.554 |        0.689
       0.523 |        0.500 |        1.023
       0.125 |        0.504 |        0.629
       0.125 |        0.520 |        0.645
       0.126 |        0.538 |        0.664
       0.124 |        0.567 |        0.692
       0.123 |        0.569 |        0.691
       0.134 |        0.893 |        1.027
       0.308 |        0.636 |        0.944
       0.791 |        0.520 |        1.311
       1.204 |        0.498 |        1.702
       1.311 |        0.500 |        1.811
       1.757 |        0.497 |        2.254
       0.379 |        0.498 |        0.877
       0.129 |        0.537 |        0.665
       0.126 |        0.541 |        0.666
       0.119 |        0.564 |        0.683
       0.151 |        1.065 |        1.216
       0.976 |        0.621 |        1.597
       1.149 |        0.516 |        1.665
       1.654 |        0.499 |        2.152
       2.191 |        0.503 |        2.694
       1.509 |        0.500 |        2.010
       1.427 |        0.519 |        1.946
       0.929 |        0.504 |        1.433
       1.029 |        0.497 |        1.527
       0.012 |        0.509 |        0.521
       0.137 |        0.706 |        0.843
       0.122 |        0.555 |        0.678
       0.656 |        0.507 |        1.163
       0.482 |        0.500 |        0.982
       0.906 |        0.494 |        1.400
       0.438 |        0.494 |        0.932
       0.125 |        0.715 |        0.839
       0.125 |        0.531 |        0.656
       0.158 |        1.071 |        1.229
       1.104 |        0.659 |        1.763
       0.163 |        1.143 |        1.306
       0.356 |        0.702 |        1.058
       0.151 |        1.094 |        1.245
       0.125 |        0.780 |        0.905
       0.133 |        0.904 |        1.037
       0.127 |        0.630 |        0.756
       0.121 |        0.561 |        0.681
       0.142 |        0.613 |        0.755
       0.126 |        0.635 |        0.761
       0.489 |        0.518 |        1.007
       0.252 |        0.513 |        0.765
       0.124 |        0.587 |        0.711
       0.161 |        1.066 |        1.228
       1.343 |        0.785 |        2.128
       0.275 |        0.573 |        0.848
       0.140 |        0.635 |        0.774
       0.132 |        0.653 |        0.785
       0.139 |        0.763 |        0.902
       0.388 |        0.533 |        0.921
       0.131 |        0.799 |        0.930
       0.140 |        0.906 |        1.046
       0.140 |        0.809 |        0.949
       0.123 |        0.603 |        0.726
       0.129 |        0.671 |        0.800
       0.127 |        0.656 |        0.783
       0.142 |        0.910 |        1.052
       0.137 |        0.811 |        0.948
       0.130 |        0.765 |        0.895
       0.122 |        0.612 |        0.734
       0.137 |        0.664 |        0.801
       0.848 |        0.519 |        1.367
       0.124 |        0.522 |        0.646
       0.138 |        0.683 |        0.820
       0.134 |        0.769 |        0.903
       0.129 |        0.692 |        0.821
       0.128 |        0.654 |        0.782
       0.143 |        0.931 |        1.074
       0.351 |        0.745 |        1.096
       0.139 |        0.976 |        1.115
       1.169 |        0.682 |        1.851
       1.084 |        0.532 |        1.616
       1.316 |        0.508 |        1.824
       0.135 |        0.536 |        0.671
       0.139 |        0.695 |        0.834
       0.161 |        1.074 |        1.235
       0.124 |        0.740 |        0.864
       0.124 |        0.591 |        0.715
       0.043 |        0.517 |        0.560
       0.310 |        0.501 |        0.810
       0.146 |        0.747 |        0.893
       0.703 |        0.526 |        1.230
       0.320 |        0.532 |        0.852
       0.152 |        1.050 |        1.201
       0.397 |        0.667 |        1.064
       0.139 |        0.831 |        0.970
       1.095 |        0.573 |        1.668
       0.859 |        0.499 |        1.358
       1.161 |        0.496 |        1.657
       0.592 |        0.506 |        1.098
       0.128 |        0.511 |        0.639
       0.167 |        1.127 |        1.294
       0.272 |        0.801 |        1.074
       0.942 |        0.621 |        1.563
       0.153 |        0.912 |        1.065
       0.128 |        0.677 |        0.805
       0.143 |        1.110 |        1.253
       0.134 |        0.743 |        0.877
       0.060 |        0.555 |        0.615
       0.135 |        0.569 |        0.704
       0.160 |        1.064 |        1.223
       0.149 |        1.095 |        1.245
       1.196 |        0.833 |        2.029
       0.129 |        0.585 |        0.714
       0.124 |        0.602 |        0.726
       0.015 |        0.542 |        0.556
       0.153 |        1.118 |        1.271
       0.123 |        0.695 |        0.818
       0.786 |        0.554 |        1.339
       0.155 |        0.523 |        0.678
       0.635 |        0.514 |        1.149
       1.071 |        0.508 |        1.578
       0.120 |        0.519 |        0.639
       0.120 |        0.514 |        0.634
       0.121 |        0.521 |        0.642
       0.125 |        0.576 |        0.702
       0.184 |        0.708 |        0.892
       0.132 |        0.683 |        0.815
       0.126 |        0.717 |        0.844
