  QueueTimes | ServiceTimes | SojournTimes

       0.795 |        0.259 |        1.054
       1.057 |        0.267 |        1.324
       1.360 |        0.257 |        1.618
       0.071 |        0.269 |        0.340
       0.092 |        0.478 |        0.571
       0.071 |        0.306 |        0.377
       0.084 |        0.329 |        0.414
       0.077 |        0.306 |        0.383
       0.534 |        0.282 |        0.816
       0.964 |        0.294 |        1.258
       1.159 |        0.276 |        1.435
       1.293 |        0.288 |        1.581
       0.073 |        0.267 |        0.340
       0.095 |        0.277 |        0.371
       0.072 |        0.269 |        0.341
       0.070 |        0.287 |        0.357
       0.335 |        0.261 |        0.596
       0.094 |        0.288 |        0.382
       0.090 |        0.261 |        0.351
       0.101 |        0.280 |        0.380
       0.470 |        0.286 |        0.756
       0.336 |        0.271 |        0.608
       0.099 |        0.292 |        0.391
       0.467 |        0.298 |        0.765
       0.187 |        0.275 |        0.462
       0.349 |        0.290 |        0.639
       0.173 |        0.273 |        0.446
       0.404 |        0.275 |        0.679
       0.096 |        0.274 |        0.369
       0.083 |        0.296 |        0.379
       0.070 |        0.282 |        0.353
       0.189 |        0.275 |        0.463
       0.306 |        0.262 |        0.567
       0.096 |        0.274 |        0.371
       0.135 |        0.275 |        0.409
       0.096 |        0.326 |        0.422
       0.495 |        0.291 |        0.786
       0.074 |        0.293 |        0.367
       0.381 |        0.311 |        0.692
       0.446 |        0.284 |        0.730
       0.074 |        0.276 |        0.349
       0.075 |        0.309 |        0.384
       0.472 |        0.275 |        0.747
       0.522 |        0.283 |        0.805
       0.489 |        0.276 |        0.764
       0.074 |        0.282 |        0.357
       0.340 |        0.275 |        0.615
       0.297 |        0.280 |        0.578
       0.280 |        0.266 |        0.545
       0.071 |        0.274 |        0.345
       0.081 |        0.320 |        0.401
       0.075 |        0.314 |        0.389
       0.151 |        0.316 |        0.468
       0.112 |        0.283 |        0.395
       0.513 |        0.281 |        0.794
       0.075 |        0.291 |        0.366
       0.332 |        0.281 |        0.613
       0.516 |        0.300 |        0.815
       0.123 |        0.279 |        0.401
       0.004 |        0.271 |        0.275
       0.057 |        0.269 |        0.327
       0.157 |        0.282 |        0.439
       0.071 |        0.281 |        0.352
       0.217 |        0.289 |        0.506
       0.413 |        0.268 |        0.681
       0.240 |        0.272 |        0.512
       0.592 |        0.270 |        0.863
       0.099 |        0.288 |        0.387
       0.095 |        0.265 |        0.360
       0.140 |        0.269 |        0.410
       0.439 |        0.262 |        0.701
       0.827 |        0.271 |        1.098
       0.071 |        0.270 |        0.340
       0.027 |        0.281 |        0.308
       0.101 |        0.275 |        0.376
       0.030 |        0.273 |        0.303
       0.097 |        0.272 |        0.369
       0.492 |        0.276 |        0.768
       0.160 |        0.310 |        0.470
       0.256 |        0.275 |        0.531
       0.212 |        0.271 |        0.483
       0.075 |        0.277 |        0.352
       0.079 |        0.291 |        0.371
       0.375 |        0.294 |        0.668
       0.075 |        0.274 |        0.350
       0.073 |        0.292 |        0.365
       0.353 |        0.271 |        0.624
       0.731 |        0.297 |        1.028
       0.089 |        0.342 |        0.431
       0.072 |        0.279 |        0.352
       0.083 |        0.308 |        0.391
       0.072 |        0.292 |        0.364
       0.370 |        0.268 |        0.637
       0.321 |        0.294 |        0.615
       0.679 |        0.279 |        0.958
       0.713 |        0.271 |        0.984
       0.296 |        0.257 |        0.553
       0.097 |        0.272 |        0.369
       0.095 |        0.262 |        0.358
       0.283 |        0.281 |        0.564
       0.145 |        0.262 |        0.407
       0.071 |        0.269 |        0.340
       0.105 |        0.270 |        0.376
       0.070 |        0.272 |        0.342
       0.072 |        0.294 |        0.366
       0.075 |        0.278 |        0.353
       0.380 |        0.265 |        0.646
       0.075 |        0.296 |        0.370
       0.358 |        0.263 |        0.621
       0.194 |        0.270 |        0.464
       0.074 |        0.289 |        0.363
       0.110 |        0.278 |        0.388
       0.072 |        0.278 |        0.350
       0.279 |        0.278 |        0.557
       0.278 |        0.263 |        0.541
       0.674 |        0.275 |        0.949
       1.041 |        0.258 |        1.299
       0.798 |        0.262 |        1.060
       1.063 |        0.269 |        1.332
       0.073 |        0.265 |        0.338
       0.072 |        0.270 |        0.342
       0.071 |        0.260 |        0.331
       0.454 |        0.263 |        0.718
       0.093 |        0.273 |        0.366
       0.075 |        0.260 |        0.335
       0.071 |        0.281 |        0.351
       0.077 |        0.348 |        0.426
       0.075 |        0.324 |        0.400
       0.458 |        0.279 |        0.737
       0.105 |        0.280 |        0.384
       0.072 |        0.268 |        0.340
       0.071 |        0.283 |        0.354
       0.312 |        0.257 |        0.568
       0.074 |        0.265 |        0.339
       0.074 |        0.265 |        0.340
       0.084 |        0.316 |        0.400
       0.534 |        0.278 |        0.812
       0.792 |        0.291 |        1.083
       0.075 |        0.298 |        0.373
       0.066 |        0.276 |        0.342
       0.223 |        0.272 |        0.495
       0.071 |        0.299 |        0.370
       0.153 |        0.267 |        0.421
       0.003 |        0.269 |        0.272
       0.073 |        0.262 |        0.335
       0.318 |        0.796 |        1.114
       0.554 |        0.259 |        0.813
       0.096 |        0.255 |        0.351
       0.158 |        0.267 |        0.425
       0.131 |        0.254 |        0.385
       0.071 |        0.252 |        0.323
       0.069 |        0.261 |        0.330
       0.108 |        0.247 |        0.354
       0.071 |        0.255 |        0.327
       0.089 |        0.321 |        0.410
       0.075 |        0.298 |        0.372
       0.156 |        0.276 |        0.432
       0.524 |        0.286 |        0.810
       0.726 |        0.283 |        1.010
       0.515 |        0.285 |        0.799
       0.689 |        0.276 |        0.965
       0.529 |        0.308 |        0.837
       0.940 |        0.277 |        1.217
       1.054 |        0.276 |        1.330
       0.933 |        0.273 |        1.206
       0.280 |        0.274 |        0.555
       0.511 |        0.290 |        0.801
       0.495 |        0.273 |        0.769
       0.838 |        0.273 |        1.110
       0.074 |        0.276 |        0.350
       0.071 |        0.277 |        0.348
       0.072 |        0.273 |        0.344
       0.071 |        0.269 |        0.340
       0.073 |        0.280 |        0.353
       0.070 |        0.271 |        0.341
       0.074 |        0.275 |        0.348
       0.072 |        0.272 |        0.344
       0.012 |        0.275 |        0.287
       0.076 |        0.316 |        0.392
       0.096 |        0.288 |        0.384
       0.074 |        0.303 |        0.377
       0.024 |        0.280 |        0.304
       0.071 |        0.282 |        0.352
