  QueueTimes | ServiceTimes | SojournTimes

       0.766 |        0.273 |        1.039
       1.045 |        0.279 |        1.324
       1.366 |        0.265 |        1.631
       0.078 |        0.275 |        0.353
       0.088 |        0.336 |        0.424
       0.072 |        0.284 |        0.356
       0.074 |        0.273 |        0.347
       0.073 |        0.286 |        0.358
       0.497 |        0.266 |        0.763
       0.904 |        0.278 |        1.182
       1.091 |        0.255 |        1.347
       1.200 |        0.267 |        1.467
       0.073 |        0.272 |        0.345
       0.078 |        0.278 |        0.356
       0.075 |        0.266 |        0.340
       0.077 |        0.289 |        0.366
       0.346 |        0.267 |        0.613
       0.070 |        0.271 |        0.342
       0.049 |        0.267 |        0.316
       0.087 |        0.353 |        0.441
       0.591 |        0.300 |        0.890
       0.481 |        0.285 |        0.766
       0.074 |        0.277 |        0.351
       0.399 |        0.310 |        0.709
       0.186 |        0.312 |        0.498
       0.381 |        0.286 |        0.666
       0.025 |        0.262 |        0.287
       0.240 |        0.261 |        0.501
       0.075 |        0.261 |        0.337
       0.077 |        0.271 |        0.348
       0.082 |        0.318 |        0.399
       0.271 |        0.290 |        0.561
       0.402 |        0.263 |        0.665
       0.083 |        0.340 |        0.423
       0.059 |        0.280 |        0.339
       0.089 |        0.420 |        0.509
       0.635 |        0.288 |        0.923
       0.055 |        0.335 |        0.390
       0.430 |        0.281 |        0.711
       0.478 |        0.284 |        0.762
       0.074 |        0.267 |        0.341
       0.074 |        0.286 |        0.360
       0.445 |        0.259 |        0.704
       0.473 |        0.263 |        0.735
       0.414 |        0.270 |        0.683
       0.083 |        0.321 |        0.404
       0.415 |        0.270 |        0.685
       0.363 |        0.265 |        0.628
       0.312 |        0.256 |        0.568
       0.072 |        0.261 |        0.334
       0.106 |        0.456 |        0.563
       0.098 |        0.368 |        0.466
       0.089 |        0.279 |        0.368
       0.010 |        0.302 |        0.312
       0.427 |        0.273 |        0.700
       0.084 |        0.332 |        0.416
       0.418 |        0.277 |        0.695
       0.594 |        0.290 |        0.884
       0.187 |        0.260 |        0.447
       0.045 |        0.282 |        0.327
       0.105 |        0.256 |        0.361
       0.010 |        0.260 |        0.270
       0.073 |        0.272 |        0.346
       0.208 |        0.267 |        0.475
       0.378 |        0.255 |        0.633
       0.192 |        0.262 |        0.454
       0.532 |        0.258 |        0.790
       0.074 |        0.276 |        0.351
       0.073 |        0.262 |        0.336
       0.113 |        0.262 |        0.376
       0.396 |        0.262 |        0.658
       0.781 |        0.287 |        1.068
       0.072 |        0.267 |        0.339
       0.022 |        0.276 |        0.298
       0.072 |        0.261 |        0.333
       0.158 |        0.268 |        0.426
       0.072 |        0.253 |        0.325
       0.446 |        0.260 |        0.705
       0.098 |        0.270 |        0.368
       0.148 |        0.261 |        0.410
       0.101 |        0.254 |        0.355
       0.070 |        0.260 |        0.330
       0.071 |        0.252 |        0.323
       0.313 |        0.276 |        0.589
       0.070 |        0.253 |        0.324
       0.070 |        0.257 |        0.327
       0.306 |        0.250 |        0.555
       0.658 |        0.260 |        0.918
       0.071 |        0.267 |        0.338
       0.071 |        0.273 |        0.343
       0.086 |        0.325 |        0.412
       0.078 |        0.306 |        0.384
       0.396 |        0.276 |        0.673
       0.357 |        0.288 |        0.645
       0.711 |        0.272 |        0.983
       0.741 |        0.273 |        1.015
       0.329 |        0.263 |        0.592
       0.073 |        0.285 |        0.358
       0.072 |        0.259 |        0.330
       0.258 |        0.273 |        0.531
       0.109 |        0.255 |        0.364
       0.071 |        0.265 |        0.336
       0.075 |        0.267 |        0.342
       0.076 |        0.276 |        0.352
       0.074 |        0.290 |        0.364
       0.073 |        0.291 |        0.363
       0.408 |        0.352 |        0.760
       0.084 |        0.351 |        0.435
       0.463 |        0.287 |        0.751
       0.328 |        0.282 |        0.611
       0.077 |        0.285 |        0.362
       0.112 |        0.279 |        0.390
       0.073 |        0.282 |        0.355
       0.292 |        0.295 |        0.587
       0.312 |        0.267 |        0.579
       0.715 |        0.283 |        0.998
       1.094 |        0.267 |        1.361
       0.862 |        0.269 |        1.132
       1.139 |        0.262 |        1.401
       0.072 |        0.270 |        0.342
       0.079 |        0.299 |        0.378
       0.131 |        0.284 |        0.415
       0.543 |        0.275 |        0.819
       0.076 |        0.297 |        0.373
       0.078 |        0.315 |        0.393
       0.100 |        0.304 |        0.403
       0.100 |        0.363 |        0.463
       0.074 |        0.297 |        0.371
       0.415 |        0.277 |        0.692
       0.065 |        0.293 |        0.359
       0.072 |        0.271 |        0.343
       0.071 |        0.282 |        0.353
       0.316 |        0.262 |        0.578
       0.086 |        0.345 |        0.430
       0.081 |        0.336 |        0.417
       0.026 |        0.301 |        0.327
       0.423 |        0.286 |        0.709
       0.690 |        0.273 |        0.963
       0.085 |        0.311 |        0.396
       0.085 |        0.334 |        0.419
       0.346 |        0.290 |        0.636
       0.073 |        0.297 |        0.370
       0.163 |        0.266 |        0.429
       0.170 |        0.278 |        0.448
       0.087 |        0.263 |        0.350
       0.342 |        0.287 |        0.629
       0.042 |        0.264 |        0.306
       0.075 |        0.285 |        0.360
       0.007 |        0.269 |        0.276
       0.162 |        0.267 |        0.429
       0.073 |        0.260 |        0.333
       0.085 |        0.352 |        0.437
       0.276 |        0.278 |        0.554
       0.062 |        0.332 |        0.394
       0.080 |        0.321 |        0.400
       0.086 |        0.370 |        0.456
       0.287 |        0.323 |        0.610
       0.687 |        0.305 |        0.992
       0.911 |        0.272 |        1.183
       0.689 |        0.276 |        0.965
       0.855 |        0.265 |        1.120
       0.680 |        0.286 |        0.966
       1.067 |        0.279 |        1.347
       1.182 |        0.272 |        1.454
       1.056 |        0.265 |        1.320
       0.393 |        0.263 |        0.656
       0.611 |        0.261 |        0.872
       0.565 |        0.263 |        0.828
       0.899 |        0.267 |        1.166
       0.073 |        0.263 |        0.336
       0.073 |        0.260 |        0.333
       0.064 |        0.266 |        0.331
       0.076 |        0.262 |        0.338
       0.091 |        0.335 |        0.426
       0.078 |        0.271 |        0.350
       0.086 |        0.355 |        0.441
       0.084 |        0.300 |        0.384
       0.052 |        0.289 |        0.342
       0.092 |        0.338 |        0.430
       0.089 |        0.337 |        0.426
       0.074 |        0.281 |        0.356
       0.004 |        0.285 |        0.289
       0.072 |        0.276 |        0.348
       0.177 |        0.279 |        0.455
       0.321 |        0.277 |        0.599
       0.324 |        0.276 |        0.600
       0.662 |        0.268 |        0.931
       0.077 |        0.278 |        0.355
       0.050 |        0.268 |        0.318
       0.086 |        0.357 |        0.443
       0.184 |        0.272 |        0.456
       0.076 |        0.288 |        0.364
       0.331 |        0.277 |        0.608
       0.274 |        0.286 |        0.559
       0.261 |        0.287 |        0.548
       0.665 |        0.299 |        0.964
       0.078 |        0.278 |        0.356
       0.105 |        0.282 |        0.387
       0.280 |        0.269 |        0.549
       0.567 |        0.287 |        0.855
       0.077 |        0.283 |        0.360
       0.076 |        0.285 |        0.361
       0.102 |        0.306 |        0.408
       0.073 |        0.278 |        0.351
       0.164 |        0.266 |        0.430
       0.073 |        0.274 |        0.347
       0.071 |        0.256 |        0.327
       0.071 |        0.266 |        0.337
       0.172 |        0.259 |        0.431
       0.072 |        0.268 |        0.341
       0.379 |        0.265 |        0.644
       0.048 |        0.279 |        0.326
       0.439 |        0.265 |        0.704
       0.710 |        0.279 |        0.989
       0.088 |        0.321 |        0.409
       0.256 |        0.849 |        1.105
       0.958 |        0.266 |        1.224
       0.584 |        0.271 |        0.855
       0.056 |        0.276 |        0.332
       0.075 |        0.273 |        0.348
       0.128 |        0.255 |        0.382
       0.393 |        0.257 |        0.650
       0.219 |        0.253 |        0.471
       0.034 |        0.260 |        0.293
       0.071 |        0.254 |        0.326
       0.072 |        0.259 |        0.331
       0.299 |        0.252 |        0.552
       0.072 |        0.257 |        0.329
       0.070 |        0.255 |        0.326
       0.084 |        0.315 |        0.399
       0.473 |        0.274 |        0.747
       0.010 |        0.276 |        0.285
       0.071 |        0.330 |        0.401
       0.097 |        0.406 |        0.503
       0.083 |        0.326 |        0.408
       0.075 |        0.312 |        0.388
       0.070 |        0.289 |        0.360
       0.082 |        0.321 |        0.403
       0.087 |        0.273 |        0.361
       0.069 |        0.276 |        0.345
       0.072 |        0.275 |        0.347
       0.073 |        0.275 |        0.348
       0.083 |        0.314 |        0.397
       0.073 |        0.284 |        0.357
       0.419 |        0.265 |        0.684
       0.322 |        0.320 |        0.642
       0.611 |        0.281 |        0.892
       0.327 |        0.285 |        0.611
       0.100 |        0.314 |        0.414
       0.103 |        0.291 |        0.394
       0.061 |        0.353 |        0.414
       0.619 |        0.273 |        0.892
       0.453 |        0.270 |        0.723
       0.025 |        0.271 |        0.295
       0.123 |        0.260 |        0.383
       0.167 |        0.265 |        0.433
       0.072 |        0.262 |        0.334
       0.070 |        0.263 |        0.333
       0.083 |        0.345 |        0.427
       0.211 |        0.288 |        0.499
       0.451 |        0.276 |        0.727
       0.084 |        0.332 |        0.417
       0.062 |        0.303 |        0.365
       0.102 |        0.291 |        0.393
       0.076 |        0.294 |        0.370
       0.081 |        0.309 |        0.390
       0.135 |        0.295 |        0.430
       0.076 |        0.293 |        0.369
       0.080 |        0.296 |        0.376
       0.487 |        0.379 |        0.866
       0.632 |        0.295 |        0.927
       0.888 |        0.294 |        1.182
       0.486 |        0.280 |        0.766
       0.077 |        0.306 |        0.384
       0.090 |        0.303 |        0.393
       0.076 |        0.297 |        0.373
       0.415 |        0.276 |        0.691
       0.491 |        0.287 |        0.778
       0.496 |        0.284 |        0.780
       0.077 |        0.280 |        0.357
       0.019 |        0.278 |        0.298
       0.282 |        0.277 |        0.558
       0.108 |        0.272 |        0.380
       0.076 |        0.277 |        0.353
       0.115 |        0.272 |        0.387
       0.403 |        0.274 |        0.677
       0.373 |        0.267 |        0.640
       0.742 |        0.276 |        1.018
       0.007 |        0.269 |        0.276
       0.077 |        0.292 |        0.369
       0.072 |        0.283 |        0.355
       0.075 |        0.331 |        0.406
       0.072 |        0.285 |        0.357
       0.077 |        0.285 |        0.362
       0.123 |        0.282 |        0.406
       0.073 |        0.285 |        0.358
       0.242 |        0.271 |        0.513
       0.507 |        0.272 |        0.779
       0.814 |        0.275 |        1.088
       0.580 |        0.273 |        0.853
       0.554 |        0.277 |        0.831
       0.076 |        0.293 |        0.369
       0.146 |        0.271 |        0.417
       0.259 |        0.271 |        0.530
       0.097 |        0.276 |        0.374
       0.230 |        0.274 |        0.504
       0.077 |        0.278 |        0.355
       0.088 |        0.325 |        0.413
       0.295 |        0.277 |        0.572
       0.084 |        0.323 |        0.407
       0.127 |        0.288 |        0.415
       0.205 |        0.273 |        0.478
       0.086 |        0.318 |        0.404
       0.202 |        0.281 |        0.482
       0.151 |        0.332 |        0.482
       0.091 |        0.324 |        0.415
       0.073 |        0.275 |        0.348
       0.351 |        0.277 |        0.628
       0.349 |        0.263 |        0.612
       0.074 |        0.269 |        0.343
       0.072 |        0.263 |        0.334
       0.074 |        0.271 |        0.344
       0.073 |        0.265 |        0.338
       0.404 |        0.265 |        0.669
       0.043 |        0.260 |        0.302
       0.325 |        0.259 |        0.584
       0.204 |        0.259 |        0.463
       0.084 |        0.313 |        0.397
       0.460 |        0.288 |        0.748
       0.645 |        0.269 |        0.914
       0.085 |        0.337 |        0.422
       0.078 |        0.280 |        0.357
       0.078 |        0.292 |        0.370
       0.219 |        0.278 |        0.496
       0.076 |        0.275 |        0.351
       0.085 |        0.309 |        0.394
       0.085 |        0.322 |        0.406
       0.262 |        0.273 |        0.535
       0.272 |        0.276 |        0.548
       0.074 |        0.272 |        0.346
       0.089 |        0.329 |        0.418
       0.370 |        0.283 |        0.653
       0.468 |        0.277 |        0.746
       0.079 |        0.292 |        0.371
       0.089 |        0.375 |        0.464
       0.075 |        0.282 |        0.358
       0.071 |        0.277 |        0.348
       0.074 |        0.285 |        0.359
       0.086 |        0.337 |        0.423
       0.090 |        0.364 |        0.455
       0.291 |        0.286 |        0.577
       0.169 |        0.286 |        0.455
       0.315 |        0.271 |        0.586
       0.091 |        0.331 |        0.423
       0.081 |        0.288 |        0.369
       0.077 |        0.285 |        0.362
       0.077 |        0.277 |        0.354
       0.086 |        0.323 |        0.409
       0.073 |        0.272 |        0.345
       0.257 |        0.317 |        0.574
       0.075 |        0.275 |        0.350
       0.081 |        0.303 |        0.384
