  QueueTimes | ServiceTimes | SojournTimes

       0.173 |        0.508 |        0.681
       0.053 |        0.513 |        0.565
       0.147 |        0.519 |        0.666
       0.664 |        0.525 |        1.189
       0.554 |        0.517 |        1.071
       0.146 |        0.518 |        0.664
       0.148 |        0.519 |        0.668
       0.149 |        0.535 |        0.685
       0.157 |        0.524 |        0.682
       0.336 |        0.507 |        0.843
       0.145 |        0.518 |        0.663
       0.151 |        0.523 |        0.674
       0.153 |        0.545 |        0.698
       0.356 |        0.464 |        0.820
       0.144 |        0.492 |        0.636
       0.116 |        0.464 |        0.579
       0.450 |        0.514 |        0.964
       0.417 |        0.483 |        0.900
       0.143 |        0.524 |        0.668
       0.145 |        0.506 |        0.651
       0.149 |        0.523 |        0.672
       0.146 |        0.525 |        0.672
       0.147 |        0.519 |        0.666
       0.149 |        0.518 |        0.667
       0.291 |        0.527 |        0.818
       0.145 |        0.519 |        0.664
       0.145 |        0.522 |        0.667
       0.149 |        0.523 |        0.672
       0.150 |        0.519 |        0.669
       0.385 |        0.510 |        0.895
       0.602 |        0.506 |        1.108
       0.148 |        0.519 |        0.666
       0.151 |        0.536 |        0.688
       0.167 |        0.522 |        0.689
       0.146 |        0.541 |        0.687
       0.153 |        0.520 |        0.673
       0.146 |        0.519 |        0.665
       0.145 |        0.519 |        0.665
       0.147 |        0.519 |        0.666
       0.083 |        0.521 |        0.604
       0.150 |        0.519 |        0.669
       0.148 |        0.519 |        0.667
       0.154 |        0.512 |        0.666
       0.148 |        0.524 |        0.672
       0.737 |        0.509 |        1.246
       0.151 |        0.534 |        0.685
       0.553 |        0.510 |        1.063
       0.145 |        0.519 |        0.664
       0.147 |        0.520 |        0.667
       0.145 |        0.519 |        0.663
       0.148 |        0.538 |        0.686
       0.154 |        0.537 |        0.691
       0.146 |        0.547 |        0.693
       0.146 |        0.527 |        0.673
       0.148 |        0.523 |        0.671
       0.148 |        0.537 |        0.685
       0.145 |        0.519 |        0.665
       0.147 |        0.523 |        0.670
       0.154 |        0.534 |        0.687
       0.163 |        0.531 |        0.694
       0.147 |        0.518 |        0.665
       0.421 |        0.507 |        0.928
       0.146 |        0.503 |        0.648
       0.122 |        0.521 |        0.643
       0.146 |        0.519 |        0.665
       0.147 |        0.522 |        0.669
       0.150 |        0.519 |        0.668
       0.567 |        0.512 |        1.078
       0.148 |        0.518 |        0.666
       0.146 |        0.520 |        0.666
       0.146 |        0.524 |        0.670
       0.156 |        0.523 |        0.679
       0.167 |        0.504 |        0.672
       0.122 |        0.560 |        0.682
       0.154 |        0.518 |        0.673
       0.145 |        0.540 |        0.685
       0.147 |        0.519 |        0.666
       0.535 |        0.513 |        1.049
       0.147 |        0.518 |        0.665
       0.145 |        0.518 |        0.663
       0.147 |        0.520 |        0.667
       0.145 |        0.519 |        0.664
       0.147 |        0.523 |        0.671
       0.526 |        0.508 |        1.033
       0.512 |        0.506 |        1.017
       0.815 |        0.507 |        1.321
       0.151 |        0.518 |        0.669
       0.145 |        0.518 |        0.663
       0.123 |        0.515 |        0.637
       0.149 |        0.518 |        0.667
       0.146 |        0.523 |        0.669
       0.123 |        0.518 |        0.641
       0.136 |        0.518 |        0.654
       0.674 |        0.507 |        1.181
       1.095 |        0.511 |        1.606
       0.533 |        0.507 |        1.040
       0.149 |        0.524 |        0.673
       0.122 |        0.519 |        0.641
       0.146 |        0.523 |        0.669
       0.274 |        0.507 |        0.781
       0.146 |        0.518 |        0.663
       0.148 |        0.518 |        0.667
       0.155 |        0.520 |        0.676
       0.151 |        0.524 |        0.675
       0.144 |        0.520 |        0.664
       0.650 |        0.516 |        1.166
       0.148 |        0.539 |        0.687
       0.153 |        0.527 |        0.680
       0.166 |        0.507 |        0.672
       0.192 |        0.531 |        0.723
       0.131 |        0.529 |        0.660
       0.124 |        0.526 |        0.650
       0.123 |        0.521 |        0.644
       0.459 |        0.508 |        0.967
       0.962 |        0.505 |        1.467
       0.150 |        0.533 |        0.683
       0.147 |        0.541 |        0.688
       0.148 |        0.536 |        0.684
       0.150 |        0.518 |        0.668
       0.718 |        0.512 |        1.230
       0.147 |        0.522 |        0.670
       0.148 |        0.519 |        0.667
       0.147 |        0.518 |        0.665
       0.150 |        0.520 |        0.670
       0.151 |        0.537 |        0.688
       0.145 |        0.523 |        0.668
       0.461 |        0.507 |        0.968
       0.123 |        0.524 |        0.646
       0.146 |        0.538 |        0.683
       0.149 |        0.537 |        0.686
       0.147 |        0.518 |        0.665
       0.147 |        0.522 |        0.669
       0.148 |        0.522 |        0.670
       0.147 |        0.530 |        0.676
       0.150 |        0.506 |        0.655
       0.149 |        0.531 |        0.680
       0.190 |        0.502 |        0.692
       0.142 |        0.510 |        0.652
       0.147 |        0.521 |        0.668
       0.124 |        0.550 |        0.674
       0.148 |        0.546 |        0.694
       0.152 |        0.501 |        0.653
       0.152 |        0.519 |        0.671
       0.151 |        0.518 |        0.670
       0.146 |        0.518 |        0.665
       0.117 |        0.508 |        0.625
       0.150 |        0.518 |        0.668
       0.156 |        0.522 |        0.678
       0.146 |        0.517 |        0.664
       0.717 |        0.515 |        1.232
       0.335 |        0.507 |        0.841
       0.554 |        0.530 |        1.084
       0.934 |        0.508 |        1.441
       0.172 |        0.517 |        0.689
       0.695 |        0.514 |        1.208
       0.123 |        0.516 |        0.639
       0.682 |        0.590 |        1.272
       0.942 |        0.510 |        1.452
       0.152 |        0.518 |        0.670
       0.148 |        0.522 |        0.671
       0.125 |        0.536 |        0.661
       0.150 |        0.521 |        0.672
       0.145 |        0.519 |        0.664
       0.146 |        0.518 |        0.663
       0.148 |        0.521 |        0.669
       0.339 |        0.508 |        0.847
       0.154 |        0.536 |        0.690
       0.702 |        0.508 |        1.210
       0.376 |        0.507 |        0.884
       0.810 |        0.513 |        1.323
       0.868 |        0.508 |        1.376
       0.336 |        0.514 |        0.849
       0.123 |        0.517 |        0.641
       0.625 |        0.516 |        1.141
       0.148 |        0.519 |        0.667
       0.154 |        0.517 |        0.671
       0.146 |        0.522 |        0.668
       0.154 |        0.521 |        0.676
       0.122 |        0.517 |        0.639
       0.263 |        0.529 |        0.791
       0.203 |        0.520 |        0.723
       0.541 |        0.492 |        1.033
       0.165 |        0.533 |        0.698
       0.149 |        0.518 |        0.666
       0.123 |        0.520 |        0.643
       0.147 |        0.524 |        0.671
       0.146 |        0.518 |        0.663
       0.123 |        0.535 |        0.657
       0.146 |        0.518 |        0.664
       0.149 |        0.518 |        0.667
       0.147 |        0.522 |        0.669
       0.155 |        0.518 |        0.672
       0.037 |        0.508 |        0.545
       0.156 |        0.517 |        0.673
       0.197 |        0.512 |        0.710
       0.566 |        0.521 |        1.087
       0.155 |        0.547 |        0.702
       0.144 |        0.490 |        0.634
       0.143 |        0.490 |        0.633
       0.338 |        0.512 |        0.851
       0.148 |        0.517 |        0.665
