  QueueTimes | ServiceTimes | SojournTimes

       0.147 |        0.526 |        0.674
       0.152 |        0.625 |        0.777
       0.186 |        0.503 |        0.689
       0.152 |        0.509 |        0.661
       0.146 |        0.515 |        0.661
       0.569 |        0.501 |        1.070
       1.089 |        0.512 |        1.602
       0.150 |        0.511 |        0.661
       0.313 |        0.501 |        0.814
       0.146 |        0.515 |        0.661
       0.073 |        0.500 |        0.573
       0.150 |        0.511 |        0.660
       0.149 |        0.515 |        0.664
       0.147 |        0.517 |        0.664
       0.147 |        0.511 |        0.658
       0.148 |        0.517 |        0.665
       0.148 |        0.530 |        0.678
       0.146 |        0.513 |        0.659
       0.127 |        0.501 |        0.628
       0.147 |        0.516 |        0.663
       0.151 |        0.511 |        0.662
       0.150 |        0.511 |        0.661
       0.614 |        0.500 |        1.114
       0.217 |        0.503 |        0.720
       0.123 |        0.514 |        0.637
       0.147 |        0.513 |        0.660
       0.148 |        0.515 |        0.663
       0.437 |        0.500 |        0.937
       0.787 |        0.499 |        1.286
       0.243 |        0.499 |        0.742
       0.422 |        0.499 |        0.921
       0.149 |        0.511 |        0.660
       0.605 |        0.518 |        1.122
       0.125 |        0.511 |        0.636
       0.264 |        0.505 |        0.769
       0.147 |        0.511 |        0.658
       0.148 |        0.511 |        0.658
       0.336 |        0.500 |        0.836
       0.154 |        0.510 |        0.664
       0.190 |        0.500 |        0.690
       0.147 |        0.512 |        0.658
       0.123 |        0.514 |        0.637
       0.157 |        0.511 |        0.668
       0.148 |        0.512 |        0.660
       0.150 |        0.511 |        0.660
       0.146 |        0.511 |        0.657
       0.146 |        0.527 |        0.673
       0.622 |        0.501 |        1.123
       0.145 |        0.515 |        0.661
       0.148 |        0.531 |        0.679
       0.146 |        0.512 |        0.658
       0.146 |        0.512 |        0.659
       0.310 |        0.517 |        0.827
       0.149 |        0.515 |        0.663
       0.149 |        0.511 |        0.660
       0.148 |        0.513 |        0.661
       0.146 |        0.532 |        0.679
       0.147 |        0.515 |        0.662
       0.148 |        0.517 |        0.665
       0.148 |        0.515 |        0.662
       0.145 |        0.517 |        0.662
       0.402 |        0.500 |        0.902
       0.150 |        0.512 |        0.662
       0.138 |        0.517 |        0.655
       0.038 |        0.500 |        0.538
       0.156 |        0.511 |        0.667
       0.153 |        0.514 |        0.668
       0.189 |        0.501 |        0.690
       0.146 |        0.511 |        0.657
       0.147 |        0.512 |        0.659
       0.103 |        0.505 |        0.607
       0.307 |        0.500 |        0.807
       0.147 |        0.511 |        0.658
       0.071 |        0.508 |        0.579
       0.147 |        0.530 |        0.676
       0.147 |        0.513 |        0.661
       0.220 |        0.500 |        0.721
       0.197 |        0.504 |        0.702
       0.147 |        0.532 |        0.679
       0.146 |        0.512 |        0.658
       0.149 |        0.512 |        0.661
