  QueueTimes | ServiceTimes | SojournTimes

       0.174 |        0.507 |        0.681
       0.146 |        0.514 |        0.660
       0.135 |        0.508 |        0.643
       0.148 |        0.513 |        0.661
       0.658 |        0.505 |        1.163
       0.977 |        0.503 |        1.480
       0.146 |        0.512 |        0.658
       0.146 |        0.513 |        0.659
       0.146 |        0.515 |        0.661
       0.147 |        0.525 |        0.673
       0.147 |        0.516 |        0.663
       0.146 |        0.516 |        0.662
       0.149 |        0.512 |        0.661
       0.442 |        0.523 |        0.965
       0.145 |        0.515 |        0.660
       0.209 |        0.502 |        0.711
       0.294 |        0.509 |        0.803
       0.744 |        0.503 |        1.247
       0.152 |        0.519 |        0.671
       0.015 |        0.519 |        0.534
       0.147 |        0.516 |        0.663
       0.146 |        0.517 |        0.664
       0.693 |        0.518 |        1.211
       0.147 |        0.518 |        0.665
       0.160 |        0.515 |        0.675
       0.450 |        0.507 |        0.957
       0.338 |        0.505 |        0.842
       0.704 |        0.503 |        1.207
       0.484 |        0.523 |        1.007
       0.145 |        0.512 |        0.657
       0.151 |        0.517 |        0.668
       0.148 |        0.513 |        0.661
       0.146 |        0.516 |        0.662
       0.043 |        0.504 |        0.547
       0.170 |        0.508 |        0.678
       0.299 |        0.503 |        0.802
       0.147 |        0.518 |        0.664
       0.147 |        0.513 |        0.659
       0.546 |        0.503 |        1.049
       0.147 |        0.518 |        0.665
       0.587 |        0.503 |        1.090
       0.146 |        0.514 |        0.660
       0.265 |        0.503 |        0.768
       0.146 |        0.516 |        0.662
       0.129 |        0.516 |        0.645
       0.148 |        0.514 |        0.662
       0.148 |        0.541 |        0.689
       0.696 |        0.507 |        1.202
       0.332 |        0.506 |        0.837
       0.152 |        0.524 |        0.676
       0.148 |        0.567 |        0.715
       0.147 |        0.532 |        0.679
       0.147 |        0.516 |        0.662
       0.148 |        0.516 |        0.664
       0.070 |        0.519 |        0.589
       0.125 |        0.516 |        0.641
       0.148 |        0.513 |        0.660
       0.145 |        0.519 |        0.664
       0.160 |        0.515 |        0.676
       0.145 |        0.513 |        0.657
       0.727 |        0.521 |        1.248
       0.152 |        0.514 |        0.666
       0.149 |        0.514 |        0.663
       0.219 |        0.507 |        0.726
       0.135 |        0.513 |        0.648
       0.258 |        0.508 |        0.766
       0.078 |        0.503 |        0.581
       0.123 |        0.518 |        0.641
       0.276 |        0.504 |        0.780
       0.154 |        0.535 |        0.690
       0.148 |        0.514 |        0.661
       0.202 |        0.503 |        0.705
       0.025 |        0.517 |        0.542
       0.150 |        0.513 |        0.663
       0.146 |        0.524 |        0.670
       0.147 |        0.513 |        0.660
       0.148 |        0.525 |        0.673
       0.397 |        0.505 |        0.901
       0.667 |        0.507 |        1.174
       0.824 |        0.502 |        1.325
       0.161 |        0.530 |        0.691
       0.143 |        0.513 |        0.656
       0.143 |        0.517 |        0.660
