  QueueTimes | ServiceTimes | SojournTimes

       0.668 |        0.253 |        0.921
       0.928 |        0.255 |        1.183
       1.224 |        0.249 |        1.473
       0.094 |        0.256 |        0.350
       0.097 |        0.260 |        0.357
       0.094 |        0.256 |        0.351
       0.095 |        0.255 |        0.350
       0.095 |        0.257 |        0.351
       0.489 |        0.246 |        0.735
       0.877 |        0.265 |        1.143
       1.043 |        0.242 |        1.285
       1.139 |        0.257 |        1.396
       0.097 |        0.247 |        0.344
       0.074 |        0.250 |        0.324
       0.095 |        0.246 |        0.341
       0.114 |        0.261 |        0.375
       0.350 |        0.244 |        0.594
       0.097 |        0.249 |        0.346
       0.051 |        0.249 |        0.301
       0.094 |        0.251 |        0.345
       0.426 |        0.255 |        0.681
       0.258 |        0.260 |        0.519
       0.095 |        0.243 |        0.338
       0.379 |        0.250 |        0.629
       0.050 |        0.242 |        0.292
       0.176 |        0.257 |        0.433
       0.071 |        0.257 |        0.328
       0.283 |        0.252 |        0.535
       0.094 |        0.243 |        0.337
       0.097 |        0.248 |        0.345
       0.094 |        0.252 |        0.346
       0.178 |        0.247 |        0.425
       0.265 |        0.241 |        0.506
       0.100 |        0.251 |        0.351
       0.112 |        0.245 |        0.357
       0.105 |        0.247 |        0.352
       0.399 |        0.250 |        0.649
       0.140 |        0.312 |        0.452
       0.468 |        0.255 |        0.724
       0.482 |        0.263 |        0.745
       0.096 |        0.271 |        0.368
       0.094 |        0.277 |        0.371
       0.458 |        0.253 |        0.711
       0.484 |        0.263 |        0.747
       0.433 |        0.250 |        0.683
       0.096 |        0.260 |        0.357
       0.343 |        0.276 |        0.619
       0.304 |        0.258 |        0.561
       0.249 |        0.252 |        0.501
       0.071 |        0.256 |        0.327
       0.093 |        0.264 |        0.358
       0.076 |        0.275 |        0.350
       0.108 |        0.254 |        0.362
       0.008 |        0.263 |        0.270
       0.390 |        0.253 |        0.644
       0.095 |        0.262 |        0.357
       0.324 |        0.252 |        0.576
       0.483 |        0.269 |        0.752
       0.061 |        0.250 |        0.311
       0.085 |        0.260 |        0.345
       0.129 |        0.249 |        0.378
       0.033 |        0.256 |        0.289
       0.097 |        0.262 |        0.359
       0.226 |        0.260 |        0.486
       0.395 |        0.252 |        0.647
       0.211 |        0.260 |        0.471
       0.553 |        0.251 |        0.804
       0.099 |        0.270 |        0.368
       0.095 |        0.260 |        0.356
       0.139 |        0.257 |        0.396
       0.414 |        0.248 |        0.662
       0.790 |        0.259 |        1.049
       0.072 |        0.250 |        0.321
       0.010 |        0.268 |        0.278
       0.095 |        0.254 |        0.349
       0.005 |        0.262 |        0.267
       0.096 |        0.250 |        0.346
       0.467 |        0.265 |        0.732
       0.128 |        0.266 |        0.393
       0.179 |        0.257 |        0.437
       0.124 |        0.250 |        0.375
       0.097 |        0.258 |        0.355
       0.098 |        0.254 |        0.352
       0.347 |        0.271 |        0.618
       0.098 |        0.253 |        0.351
       0.095 |        0.258 |        0.352
       0.347 |        0.248 |        0.595
       0.705 |        0.255 |        0.959
       0.096 |        0.262 |        0.358
       0.099 |        0.269 |        0.368
       0.098 |        0.250 |        0.348
       0.096 |        0.258 |        0.354
       0.363 |        0.266 |        0.629
       0.319 |        0.257 |        0.577
       0.649 |        0.262 |        0.911
       0.674 |        0.266 |        0.940
       0.260 |        0.254 |        0.515
       0.095 |        0.263 |        0.359
       0.094 |        0.253 |        0.347
       0.293 |        0.270 |        0.563
       0.146 |        0.255 |        0.401
       0.070 |        0.262 |        0.332
       0.098 |        0.260 |        0.359
       0.071 |        0.261 |        0.331
       0.095 |        0.275 |        0.370
       0.095 |        0.268 |        0.363
       0.397 |        0.259 |        0.657
       0.094 |        0.270 |        0.364
       0.350 |        0.261 |        0.610
       0.192 |        0.263 |        0.455
       0.095 |        0.286 |        0.380
       0.142 |        0.265 |        0.406
       0.095 |        0.256 |        0.351
       0.284 |        0.269 |        0.553
       0.282 |        0.252 |        0.535
       0.673 |        0.270 |        0.943
       1.044 |        0.269 |        1.313
       0.822 |        0.261 |        1.082
       1.095 |        0.252 |        1.346
       0.097 |        0.265 |        0.362
       0.094 |        0.268 |        0.362
       0.091 |        0.261 |        0.352
       0.483 |        0.254 |        0.737
       0.097 |        0.262 |        0.359
       0.094 |        0.256 |        0.350
       0.071 |        0.269 |        0.340
       0.095 |        0.252 |        0.347
       0.096 |        0.263 |        0.360
       0.406 |        0.250 |        0.656
       0.033 |        0.258 |        0.292
       0.095 |        0.254 |        0.350
       0.093 |        0.271 |        0.363
       0.332 |        0.251 |        0.584
       0.094 |        0.265 |        0.360
       0.098 |        0.255 |        0.353
       0.087 |        0.262 |        0.348
       0.450 |        0.274 |        0.725
       0.711 |        0.260 |        0.971
       0.098 |        0.253 |        0.351
       0.097 |        0.262 |        0.359
       0.249 |        0.266 |        0.515
       0.094 |        0.270 |        0.364
       0.157 |        0.253 |        0.410
       0.155 |        0.261 |        0.417
       0.071 |        0.254 |        0.325
       0.317 |        0.264 |        0.581
       0.165 |        0.254 |        0.418
       0.095 |        0.286 |        0.381
       0.027 |        0.251 |        0.278
       0.161 |        0.261 |        0.422
       0.071 |        0.251 |        0.322
       0.098 |        0.264 |        0.361
       0.152 |        0.263 |        0.415
       0.093 |        0.262 |        0.355
       0.096 |        0.254 |        0.350
       0.095 |        0.276 |        0.371
       0.152 |        0.255 |        0.407
       0.486 |        0.281 |        0.768
       0.687 |        0.264 |        0.951
       0.461 |        0.268 |        0.729
       0.622 |        0.260 |        0.882
       0.446 |        0.264 |        0.710
       0.816 |        0.274 |        1.090
       0.929 |        0.263 |        1.193
       0.798 |        0.260 |        1.058
       0.139 |        0.281 |        0.420
       0.379 |        0.257 |        0.636
       0.332 |        0.262 |        0.594
       0.666 |        0.271 |        0.937
       0.095 |        0.262 |        0.357
       0.105 |        0.261 |        0.366
       0.095 |        0.265 |        0.361
       0.094 |        0.258 |        0.352
       0.093 |        0.272 |        0.366
       0.072 |        0.268 |        0.340
       0.095 |        0.266 |        0.361
       0.093 |        0.253 |        0.347
       0.013 |        0.262 |        0.275
       0.106 |        0.318 |        0.425
       0.073 |        0.269 |        0.342
       0.072 |        0.256 |        0.329
       0.141 |        0.265 |        0.406
       0.070 |        0.252 |        0.322
       0.144 |        0.259 |        0.402
       0.249 |        0.262 |        0.510
       0.230 |        0.257 |        0.487
       0.544 |        0.249 |        0.793
       0.072 |        0.259 |        0.331
       0.023 |        0.249 |        0.271
       0.100 |        0.270 |        0.370
       0.068 |        0.246 |        0.314
       0.096 |        0.256 |        0.351
       0.308 |        0.245 |        0.553
       0.220 |        0.253 |        0.473
       0.178 |        0.255 |        0.433
       0.545 |        0.253 |        0.798
       0.111 |        0.247 |        0.358
       0.103 |        0.266 |        0.370
       0.260 |        0.246 |        0.506
       0.523 |        0.260 |        0.783
       0.097 |        0.245 |        0.342
       0.093 |        0.252 |        0.345
       0.072 |        0.240 |        0.312
       0.098 |        0.256 |        0.354
       0.169 |        0.240 |        0.409
       0.099 |        0.265 |        0.364
       0.094 |        0.251 |        0.345
       0.100 |        0.248 |        0.349
       0.186 |        0.243 |        0.429
       0.070 |        0.248 |        0.318
       0.359 |        0.253 |        0.612
       0.095 |        0.248 |        0.342
       0.450 |        0.244 |        0.694
       0.702 |        0.247 |        0.949
       0.093 |        0.242 |        0.336
       0.141 |        0.256 |        0.397
       0.215 |        0.242 |        0.458
       0.070 |        0.248 |        0.318
